City,State,Abbrev,Latitude,Longitude,Per_1k,Population,Total
South Tucson,ARIZONA,AZ,32.1995,-110.9683,3.544214071,5643,20
Springerville,ARIZONA,AZ,34.1341,-109.286,3.58056266,1955,7
St. Johns,ARIZONA,AZ,34.5059,-109.3609,2.564102564,3510,9
Superior,ARIZONA,AZ,33.2939,-111.0962,2.907915994,3095,9
Surprise,ARIZONA,AZ,33.6292,-112.368,1.412770568,136611,193
Tempe,ARIZONA,AZ,33.4144,-111.9094,2.588268989,188543,488
Thatcher,ARIZONA,AZ,32.8492,-109.7592,2.377179081,5048,12
Tolleson,ARIZONA,AZ,33.45,-112.2593,6.707734428,7305,49
Tombstone,ARIZONA,AZ,31.7129,-110.0676,7.014809041,1283,9
Tucson,ARIZONA,AZ,32.2217,-110.9265,1.8887516,537392,1015
Wellton,ARIZONA,AZ,32.6728,-114.1469,2.331002331,3003,7
Wickenburg,ARIZONA,AZ,33.9681,-112.7301,3.976143141,7042,28
Willcox,ARIZONA,AZ,32.2529,-109.8316,4.906204906,3465,17
Williams,ARIZONA,AZ,35.2503,-112.1869,7.241813602,3176,23
Winslow,ARIZONA,AZ,35.0242,-110.6974,3.525264395,9361,33
Yuma,ARIZONA,AZ,32.7253,-114.6244,2.798555987,96121,269
Alexander,ARKANSAS,AR,34.6295,-92.4413,2.599090318,3078,8
Alma,ARKANSAS,AR,35.4779,-94.2219,4.158004158,5772,24
Amity,ARKANSAS,AR,34.2648,-93.461,1.474926254,678,1
Arkadelphia,ARKANSAS,AR,34.1209,-93.0538,2.723771955,10647,29
Arkansas City,ARKANSAS,AR,33.6087,-91.2068,3.125,320,1
Ash Flat,ARKANSAS,AR,36.224,-91.6085,3.669724771,1090,4
Ashdown,ARKANSAS,AR,33.6743,-94.1313,2.734107997,4389,12
Atkins,ARKANSAS,AR,35.2465,-92.9366,2.959552779,3041,9
Augusta,ARKANSAS,AR,35.2823,-91.3654,3.064351379,1958,6
Austin,ARKANSAS,AR,34.9984,-91.9838,0.855188141,3508,3
Bald Knob,ARKANSAS,AR,35.3098,-91.5679,4.515456756,2879,13
Barling,ARKANSAS,AR,35.3256,-94.3016,2.212389381,4972,11
Batesville,ARKANSAS,AR,35.7698,-91.641,2.596920794,10782,28
Bay,ARKANSAS,AR,35.7423,-90.5623,2.214839424,1806,4
Bearden,ARKANSAS,AR,33.7246,-92.6157,1.156069364,865,1
Beebe,ARKANSAS,AR,35.0706,-91.8796,2.539912917,8268,21
Bella Vista,ARKANSAS,AR,36.4815,-94.2733,1.701507049,28798,49
Benton,ARKANSAS,AR,34.5645,-92.5868,2.544042018,36556,93
Bentonville,ARKANSAS,AR,36.3729,-94.2088,2.015230492,51607,104
Berryville,ARKANSAS,AR,36.3648,-93.568,2.742230347,5470,15
Bethel Heights,ARKANSAS,AR,36.2142,-94.1294,2.477876106,2825,7
Black Rock,ARKANSAS,AR,36.1084,-91.0973,1.63132137,613,1
Blytheville,ARKANSAS,AR,35.9273,-89.919,3.539695153,13843,49
Bono,ARKANSAS,AR,35.9087,-90.8026,1.663201663,2405,4
Booneville,ARKANSAS,AR,35.1401,-93.9216,3.127443315,3837,12
Bradford,ARKANSAS,AR,35.4231,-91.456,4.043126685,742,3
Brinkley,ARKANSAS,AR,34.8879,-91.1946,5.643340858,2658,15
Brookland,ARKANSAS,AR,35.9001,-90.5821,1.675041876,3582,6
Bryant,ARKANSAS,AR,34.5959,-92.489,2.748577491,20738,57
Bull Shoals,ARKANSAS,AR,36.384,-92.5816,2.058672156,1943,4
Cabot,ARKANSAS,AR,34.9745,-92.0165,2.078687781,26459,55
Caddo Valley,ARKANSAS,AR,34.182,-93.071,10.15228426,591,6
Camden,ARKANSAS,AR,33.5846,-92.8343,3.308823529,10880,36
Cammack Village,ARKANSAS,AR,34.7781,-92.349,5.464480874,732,4
Caraway,ARKANSAS,AR,35.7581,-90.3223,2.394253791,1253,3
Carlisle,ARKANSAS,AR,34.7831,-91.7465,4.593477262,2177,10
Cave City,ARKANSAS,AR,35.9417,-91.5485,2.616431188,1911,5
Cave Springs,ARKANSAS,AR,36.2634,-94.2319,1.405340293,4981,7
Cedarville,ARKANSAS,AR,35.5698,-94.3669,1.427551749,1401,2
Centerton,ARKANSAS,AR,36.3598,-94.2852,1.622608343,14791,24
Charleston,ARKANSAS,AR,35.2972,-94.0365,2.034174125,2458,5
Cherokee Village,ARKANSAS,AR,36.2978,-91.516,1.725253397,4637,8
Cherry Valley,ARKANSAS,AR,35.402,-90.7532,1.686340641,593,1
Clarendon,ARKANSAS,AR,34.6932,-91.3137,2.826855124,1415,4
Clarksville,ARKANSAS,AR,35.4715,-93.4666,2.376278541,9679,23
Clinton,ARKANSAS,AR,35.5915,-92.4604,3.237555645,2471,8
Concord,ARKANSAS,AR,,,4.255319149,235,1
Conway,ARKANSAS,AR,35.0887,-92.4421,2.592925659,66720,173
Corning,ARKANSAS,AR,36.4078,-90.5798,3.868471954,3102,12
Cotter,ARKANSAS,AR,36.2712,-92.5354,3.20855615,935,3
Crossett,ARKANSAS,AR,33.1282,-91.9612,5.487804878,4920,27
Damascus,ARKANSAS,AR,35.3673,-92.4096,2.688172043,372,1
Danville,ARKANSAS,AR,35.054,-93.3935,3.303055326,2422,8
Dardanelle,ARKANSAS,AR,35.2231,-93.158,3.307607497,4535,15
De Queen,ARKANSAS,AR,34.0379,-94.3413,2.580449302,6588,17
Decatur,ARKANSAS,AR,36.3359,-94.4608,3.307607497,1814,6
Dell,ARKANSAS,AR,35.8554,-90.0418,5.18134715,193,1
Dermott,ARKANSAS,AR,33.5254,-91.436,5.066250974,2566,13
Des Arc,ARKANSAS,AR,34.977,-91.4951,3.708281829,1618,6
DeWitt,ARKANSAS,AR,34.2929,-91.3379,3.924133421,3058,12
Diamond City,ARKANSAS,AR,36.4645,-92.9202,1.259445844,794,1
Diaz,ARKANSAS,AR,35.6384,-91.2651,1.646090535,1215,2
Dierks,ARKANSAS,AR,34.1193,-94.0166,2.732240437,1098,3
Dover,ARKANSAS,AR,35.4015,-93.1143,3.543586109,1411,5
Dumas,ARKANSAS,AR,33.887,-91.4918,5.264417325,4179,22
Dyer,ARKANSAS,AR,35.4923,-94.1377,1.111111111,900,1
Earle,ARKANSAS,AR,35.2751,-90.4668,0.900495272,2221,2
El Dorado,ARKANSAS,AR,33.2076,-92.6663,3.795490065,17916,68
Elkins,ARKANSAS,AR,36.0015,-94.0083,2.25008036,3111,7
England,ARKANSAS,AR,34.5443,-91.969,4.39238653,2732,12
Etowah,ARKANSAS,AR,35.729,-90.2323,3.154574132,317,1
Eudora,ARKANSAS,AR,33.1096,-91.2621,3.045685279,1970,6
Eureka Springs,ARKANSAS,AR,36.4001,-93.7392,8.20067535,2073,17
Fairfield Bay,ARKANSAS,AR,35.5942,-92.2779,7.766103243,2189,17
Farmington,ARKANSAS,AR,36.042,-94.2472,1.990898749,7032,14
Fayetteville,ARKANSAS,AR,36.0626,-94.1574,2.045788893,87008,178
Flippin,ARKANSAS,AR,36.279,-92.5971,5.287009063,1324,7
Fordyce,ARKANSAS,AR,33.8137,-92.4129,3.115264798,3852,12
Forrest City,ARKANSAS,AR,35.0081,-90.7898,3.110859729,14144,44
Fort Smith,ARKANSAS,AR,35.3872,-94.4249,2.050062295,88290,181
Gassville,ARKANSAS,AR,36.2831,-92.4941,1.864801865,2145,4
Gentry,ARKANSAS,AR,36.2676,-94.4847,2.602811036,3842,10
Glenwood,ARKANSAS,AR,34.3268,-93.5507,0.949216896,2107,2
Gosnell,ARKANSAS,AR,35.93,-89.88,2.170542636,3225,7
Gravette,ARKANSAS,AR,36.422,-94.4535,3.305288462,3328,11
Green Forest,ARKANSAS,AR,36.3353,-93.436,4.847129008,2682,13
Greenbrier,ARKANSAS,AR,35.234,-92.3877,2.682403433,5592,15
Greenland,ARKANSAS,AR,35.9942,-94.1752,2.812939522,1422,4
Greenwood,ARKANSAS,AR,35.2156,-94.2558,2.432832663,9454,23
Greers Ferry,ARKANSAS,AR,35.577,-92.1774,4.683840749,854,4
Gurdon,ARKANSAS,AR,33.9209,-93.1541,2.403846154,2080,5
Guy,ARKANSAS,AR,35.3254,-92.3343,2.544529262,786,2
Hamburg,ARKANSAS,AR,33.2282,-91.7976,2.619760479,2672,7
Hampton,ARKANSAS,AR,33.5379,-92.4699,2.354788069,1274,3
Hardy,ARKANSAS,AR,36.3159,-91.4826,2.635046113,759,2
Harrisburg,ARKANSAS,AR,35.5642,-90.7168,2.124946876,2353,5
Harrison,ARKANSAS,AR,36.2298,-93.1077,3.511450382,13100,46
Haskell,ARKANSAS,AR,34.5015,-92.6366,1.720800172,4649,8
Hazen,ARKANSAS,AR,34.7809,-91.581,5.102040816,1372,7
Heber Springs,ARKANSAS,AR,35.4915,-92.0313,3.896666186,6929,27
Helena-West Helena,ARKANSAS,AR,,,3.14975661,10477,33
Higginson,ARKANSAS,AR,35.1948,-91.7126,1.492537313,670,1
Highfill,ARKANSAS,AR,36.2615,-94.3577,4.524886878,663,3
Highland,ARKANSAS,AR,,,2.717391304,1104,3
Hope,ARKANSAS,AR,33.6671,-93.5916,3.694581281,9744,36
Hot Springs,ARKANSAS,AR,34.5038,-93.0552,3.485921202,37006,129
Hoxie,ARKANSAS,AR,36.0503,-90.9751,1.531980084,2611,4
Hughes,ARKANSAS,AR,34.9493,-90.4715,2.392344498,1254,3
Huntington,ARKANSAS,AR,35.0823,-94.2633,1.605136437,623,1
Jacksonville,ARKANSAS,AR,34.8662,-92.1101,2.173151069,28530,62
Jasper,ARKANSAS,AR,36.0081,-93.1866,4.576659039,437,2
Johnson,ARKANSAS,AR,,,2.960172228,3716,11
Jonesboro,ARKANSAS,AR,35.8429,-90.7035,2.242850105,77134,173
Judsonia,ARKANSAS,AR,35.2701,-91.6399,2.012072435,1988,4
Kensett,ARKANSAS,AR,35.2318,-91.6676,1.841620626,1629,3
Lake City,ARKANSAS,AR,35.8178,-90.4352,1.595532509,2507,4
Lake Village,ARKANSAS,AR,33.3287,-91.2818,6.977758395,2293,16
Lakeview,ARKANSAS,AR,36.3687,-92.5454,2.805049088,713,2
Lamar,ARKANSAS,AR,35.4406,-93.388,1.735106998,1729,3
Lavaca,ARKANSAS,AR,35.3362,-94.1733,1.217532468,2464,3
Leachville,ARKANSAS,AR,35.9359,-90.2579,2.831257078,1766,5
Lepanto,ARKANSAS,AR,35.6133,-90.3309,3.835616438,1825,7
Lincoln,ARKANSAS,AR,35.9495,-94.4235,2.410606669,2489,6
Little Flock,ARKANSAS,AR,36.3859,-94.1352,2.15285253,2787,6
Little Rock,ARKANSAS,AR,34.7465,-92.2896,3.51752238,199288,701
Lonoke,ARKANSAS,AR,34.784,-91.8999,3.767365199,4247,16
Lowell,ARKANSAS,AR,36.2554,-94.1308,2.730518799,9522,26
Luxora,ARKANSAS,AR,35.7562,-89.9281,0.957854406,1044,1
Madison,ARKANSAS,AR,35.0131,-90.7226,4.411764706,680,3
Magnolia,ARKANSAS,AR,33.2671,-93.2393,2.013129103,11425,23
Malvern,ARKANSAS,AR,34.3623,-92.8129,2.113776307,10881,23
Mammoth Spring,ARKANSAS,AR,36.4956,-91.5407,2.148227712,931,2
Mansfield,ARKANSAS,AR,35.0595,-94.2527,3.65630713,1094,4
Marianna,ARKANSAS,AR,34.7737,-90.7576,6.586483391,3492,23
Marion,ARKANSAS,AR,35.2145,-90.1965,2.494769033,12426,31
Marked Tree,ARKANSAS,AR,35.5329,-90.4207,3.610108303,2493,9
Marmaduke,ARKANSAS,AR,36.187,-90.3832,3.174603175,1260,4
Marvell,ARKANSAS,AR,34.5557,-90.9129,7.291666667,960,7
Maumelle,ARKANSAS,AR,34.8668,-92.4043,2.614948791,18356,48
Mayflower,ARKANSAS,AR,34.957,-92.4274,3.584229391,2511,9
McCrory,ARKANSAS,AR,35.25,-91.13,3.916449086,1532,6
McGehee,ARKANSAS,AR,33.62,-91.39,6.622516556,3775,25
McRae,ARKANSAS,AR,35.12,-91.84,4.511278195,665,3
Mena,ARKANSAS,AR,34.5862,-94.2397,2.704652001,5546,15
Mineral Springs,ARKANSAS,AR,33.8751,-93.9138,2.586206897,1160,3
Monette,ARKANSAS,AR,35.8906,-90.3443,2.498438476,1601,4
Monticello,ARKANSAS,AR,33.6293,-91.7912,2.907580478,9630,28
Morrilton,ARKANSAS,AR,35.1509,-92.7441,4.070556309,6633,27
Mountain Home,ARKANSAS,AR,36.3353,-92.3852,2.842062525,12315,35
Mountain View,ARKANSAS,AR,35.8684,-92.1177,4.883153122,2867,14
Mountainburg,ARKANSAS,AR,35.6356,-94.1674,3.25732899,614,2
Mulberry,ARKANSAS,AR,35.5006,-94.0516,2.43902439,1640,4
Murfreesboro,ARKANSAS,AR,34.0623,-93.6899,1.945525292,1542,3
Nashville,ARKANSAS,AR,33.9457,-93.8471,3.816793893,4454,17
Newport,ARKANSAS,AR,35.6048,-91.2818,3.135615365,7654,24
North Little Rock,ARKANSAS,AR,34.7695,-92.2671,3.297001084,66424,219
Ola,ARKANSAS,AR,35.0323,-93.2232,3.281378179,1219,4
Osceola,ARKANSAS,AR,35.7051,-89.9695,5.426015545,6819,37
Ozark,ARKANSAS,AR,35.487,-93.8277,3.613118399,3598,13
Pangburn,ARKANSAS,AR,35.4262,-91.8385,3.424657534,584,2
Paragould,ARKANSAS,AR,36.0584,-90.4973,2.012002636,28827,58
Paris,ARKANSAS,AR,35.292,-93.7299,4.143237644,3379,14
Parkin,ARKANSAS,AR,35.2634,-90.5712,0.995024876,1005,1
Pea Ridge,ARKANSAS,AR,36.454,-94.1152,2.554060957,5873,15
Perryville,ARKANSAS,AR,35.0048,-92.8027,4.189944134,1432,6
Piggott,ARKANSAS,AR,36.3828,-90.1907,2.237762238,3575,8
Pine Bluff,ARKANSAS,AR,34.2284,-92.0032,3.554923569,42195,150
Plainview,ARKANSAS,AR,34.9895,-93.2974,1.712328767,584,1
Plumerville,ARKANSAS,AR,35.1601,-92.6407,2.580645161,775,2
Pocahontas,ARKANSAS,AR,36.2612,-90.9711,2.624266749,6478,17
Pottsville,ARKANSAS,AR,35.2481,-93.0491,2.464571781,3246,8
Prairie Grove,ARKANSAS,AR,35.9759,-94.3177,2.195575072,5921,13
Prescott,ARKANSAS,AR,33.8026,-93.381,3.675242232,2993,11
Quitman,ARKANSAS,AR,35.3842,-92.2157,5.563282337,719,4
Ravenden,ARKANSAS,AR,36.2334,-91.2518,2.237136465,447,1
Redfield,ARKANSAS,AR,34.4451,-92.1832,4.43599493,1578,7
Rison,ARKANSAS,AR,33.9584,-92.1901,1.607717042,1244,2
Rogers,ARKANSAS,AR,36.332,-94.1185,2.20503925,68026,150
Rose Bud,ARKANSAS,AR,35.3315,-92.0813,8.230452675,486,4
Russellville,ARKANSAS,AR,35.2784,-93.1338,2.003055508,29455,59
Salem,ARKANSAS,AR,36.3711,-91.8271,2.492211838,1605,4
Searcy,ARKANSAS,AR,35.2506,-91.7362,2.868068834,24058,69
Shannon Hills,ARKANSAS,AR,34.6201,-92.3954,1.533742331,3912,6
Sheridan,ARKANSAS,AR,34.307,-92.4013,5.48557497,4922,27
Sherwood,ARKANSAS,AR,34.8151,-92.2243,3.164556962,31284,99
Siloam Springs,ARKANSAS,AR,36.1881,-94.5405,3.040580049,17102,52
Springdale,ARKANSAS,AR,36.1867,-94.1288,2.484702392,80895,201
St. Charles,ARKANSAS,AR,34.3718,-91.1365,4.739336493,211,1
Stamps,ARKANSAS,AR,33.3654,-93.4952,2.024291498,1482,3
Star City,ARKANSAS,AR,33.9429,-91.8435,3.334921391,2099,7
Stuttgart,ARKANSAS,AR,34.5004,-91.5526,3.679852806,8696,32
Sulphur Springs,ARKANSAS,AR,36.4834,-94.4585,5.524861878,543,3
Swifton,ARKANSAS,AR,35.8217,-91.1285,2.7100271,738,2
Texarkana,ARKANSAS,AR,33.4418,-94.0377,3.069306931,30300,93
Trumann,ARKANSAS,AR,35.6737,-90.5073,3.818413237,7071,27
Tuckerman,ARKANSAS,AR,35.7306,-91.1985,1.756440281,1708,3
Tyronza,ARKANSAS,AR,35.4901,-90.3587,2.680965147,746,2
Van Buren,ARKANSAS,AR,35.4368,-94.3483,2.583869875,23608,61
Vilonia,ARKANSAS,AR,35.084,-92.2079,1.936316695,4648,9
Waldron,ARKANSAS,AR,34.8984,-94.0908,2.962962963,3375,10
Walnut Ridge,ARKANSAS,AR,36.068,-90.9561,1.595850788,5013,8
Ward,ARKANSAS,AR,35.0304,-91.9504,2.084122774,5278,11
Warren,ARKANSAS,AR,33.6126,-92.0646,3.566333809,5608,20
Weiner,ARKANSAS,AR,35.6204,-90.8985,1.455604076,687,1
West Fork,ARKANSAS,AR,35.9242,-94.1885,2.668699962,2623,7
West Memphis,ARKANSAS,AR,35.1465,-90.1845,4.378141722,24668,108
White Hall,ARKANSAS,AR,34.274,-92.091,3.809905755,4987,19
Wilson,ARKANSAS,AR,35.5681,-90.042,1.183431953,845,1
Wynne,ARKANSAS,AR,35.2245,-90.7868,2.782344758,7907,22
Alameda,CALIFORNIA,CA,37.7652,-122.2416,1.413365686,79951,113
Albany,CALIFORNIA,CA,37.8869,-122.2977,1.472103636,20379,30
Alhambra,CALIFORNIA,CA,34.0927,-118.1268,1.423271658,85718,122
Alturas,CALIFORNIA,CA,41.4871,-120.5423,3.598560576,2501,9
Anaheim,CALIFORNIA,CA,33.8348,-117.9117,1.682908472,354743,597
Anderson,CALIFORNIA,CA,40.4482,-122.2978,2.779641522,10433,29
Angels Camp,CALIFORNIA,CA,38.0683,-120.5396,1.31302521,3808,5
Antioch,CALIFORNIA,CA,38.0049,-121.8058,1.177449626,112956,133
Arcadia,CALIFORNIA,CA,34.1362,-118.0401,1.589153184,59151,94
Arcata,CALIFORNIA,CA,40.8665,-124.0828,2.047252808,18073,37
Arroyo Grande,CALIFORNIA,CA,35.1186,-120.5907,1.370313528,18244,25
Arvin,CALIFORNIA,CA,35.2091,-118.8284,1.020408163,21560,22
Atascadero,CALIFORNIA,CA,35.4894,-120.6707,1.172027608,30716,36
Atherton,CALIFORNIA,CA,37.4613,-122.1977,3.70624571,7285,27
Atwater,CALIFORNIA,CA,37.3477,-120.6091,1.116184678,29565,33
Auburn,CALIFORNIA,CA,38.8946,-121.074,1.773804456,14094,25
Avenal,CALIFORNIA,CA,36.0041,-120.129,1.572327044,12084,19
Azusa,CALIFORNIA,CA,34.1339,-117.9056,1.746274284,50393,88
Bakersfield,CALIFORNIA,CA,35.3739,-119.0195,1.392602351,385609,537
Baldwin Park,CALIFORNIA,CA,34.0855,-117.9612,1.319554226,76541,101
Banning,CALIFORNIA,CA,33.9256,-116.8753,1.176433182,31451,37
Barstow,CALIFORNIA,CA,34.8958,-117.0172,2.116621706,24095,51
Bear Valley,CALIFORNIA,CA,,,0.909090909,5500,5
Beaumont,CALIFORNIA,CA,33.9295,-116.9772,1.235610289,48559,60
Bell,CALIFORNIA,CA,33.9775,-118.187,1.003988064,35857,36
Bell Gardens,CALIFORNIA,CA,33.9653,-118.1515,1.58711635,42845,68
Belmont,CALIFORNIA,CA,37.5202,-122.2758,1.53705398,27325,42
Belvedere,CALIFORNIA,CA,37.8727,-122.4644,3.748828491,2134,8
Benicia,CALIFORNIA,CA,38.0494,-122.1586,1.71712924,28536,49
Berkeley,CALIFORNIA,CA,37.8708,-122.2729,1.99620156,123735,247
Beverly Hills,CALIFORNIA,CA,34.0736,-118.4004,6.221604885,34557,215
Bishop,CALIFORNIA,CA,37.365,-118.3946,5.341880342,3744,20
Blythe,CALIFORNIA,CA,33.6135,-114.5938,1.537121484,19517,30
Brawley,CALIFORNIA,CA,32.9787,-115.5303,1.805189921,26590,48
Brea,CALIFORNIA,CA,33.917,-117.8889,2.079530488,43279,90
Brentwood,CALIFORNIA,CA,37.9318,-121.696,1.419258243,64118,91
Brisbane,CALIFORNIA,CA,37.6808,-122.4,3.969912244,4786,19
Broadmoor,CALIFORNIA,CA,,,2.252252252,4440,10
Buena Park,CALIFORNIA,CA,33.8704,-117.9962,1.499952002,83336,125
Burbank,CALIFORNIA,CA,34.1816,-118.3259,2.199141288,105041,231
Burlingame,CALIFORNIA,CA,37.5841,-122.3661,1.744242385,30959,54
Calexico,CALIFORNIA,CA,32.6789,-115.4989,0.837520938,40596,34
California City,CALIFORNIA,CA,35.1258,-117.9859,1.423386236,14051,20
Calipatria,CALIFORNIA,CA,33.1256,-115.5142,0.662339383,7549,5
Calistoga,CALIFORNIA,CA,38.5788,-122.5797,2.268859898,5289,12
Campbell,CALIFORNIA,CA,37.2883,-121.9456,1.624734189,41853,68
Capitola,CALIFORNIA,CA,36.9763,-121.9541,2.544529262,10218,26
Carlsbad,CALIFORNIA,CA,33.1581,-117.3506,1.387711048,116739,162
Carmel,CALIFORNIA,CA,36.5552,-121.9233,5.865850548,3921,23
Cathedral City,CALIFORNIA,CA,33.781,-116.4641,1.307759372,55056,72
Central Marin,CALIFORNIA,CA,,,1.313047698,35033,46
Ceres,CALIFORNIA,CA,37.5949,-120.9577,1.262703407,49101,62
Chico,CALIFORNIA,CA,39.7285,-121.8375,1.495656232,94273,141
Chino,CALIFORNIA,CA,34.0134,-117.6901,1.671491779,91535,153
Chowchilla,CALIFORNIA,CA,37.123,-120.2602,1.455447146,18551,27
Chula Vista,CALIFORNIA,CA,32.6401,-117.0842,1.11163757,274370,305
Citrus Heights,CALIFORNIA,CA,38.7071,-121.2811,1.501077842,88603,133
Claremont,CALIFORNIA,CA,34.0967,-117.7198,1.713748687,36178,62
Clayton,CALIFORNIA,CA,37.941,-121.9358,1.054339011,12330,13
Clearlake,CALIFORNIA,CA,38.9582,-122.6264,2.061581432,15037,31
Cloverdale,CALIFORNIA,CA,38.8055,-123.0172,2.492635395,8826,22
Clovis,CALIFORNIA,CA,36.8252,-119.7029,1.485338988,111759,166
Coalinga,CALIFORNIA,CA,36.1397,-120.3601,1.38612668,16593,23
Colma,CALIFORNIA,CA,37.6769,-122.4597,16.40419948,1524,25
Colton,CALIFORNIA,CA,34.0739,-117.3137,1.394851729,55203,77
Colusa,CALIFORNIA,CA,39.2143,-122.0094,1.50981379,5961,9
Concord,CALIFORNIA,CA,37.978,-122.0311,1.505483168,130855,197
Corcoran,CALIFORNIA,CA,36.098,-119.5604,1.210033974,21487,26
Corning,CALIFORNIA,CA,39.9277,-122.1792,2.770448549,7580,21
Corona,CALIFORNIA,CA,33.8753,-117.5664,1.229115331,170041,209
Coronado,CALIFORNIA,CA,32.6859,-117.1831,2.531542199,24491,62
Costa Mesa,CALIFORNIA,CA,33.6633,-117.9033,1.643960195,114358,188
Cotati,CALIFORNIA,CA,38.3267,-122.7068,1.997602877,7509,15
Covina,CALIFORNIA,CA,34.0878,-117.8891,1.709331301,48557,83
Crescent City,CALIFORNIA,CA,41.7559,-124.2017,1.92153723,6245,12
Culver City,CALIFORNIA,CA,34.0211,-118.3965,3.508325918,39335,138
Cypress,CALIFORNIA,CA,33.8248,-118.0399,1.381468013,49223,68
Daly City,CALIFORNIA,CA,37.7058,-122.4619,1.148914091,107928,124
Davis,CALIFORNIA,CA,38.5454,-121.7446,1.309616326,69486,91
Del Rey Oaks,CALIFORNIA,CA,36.5933,-121.835,5.896226415,1696,10
Delano,CALIFORNIA,CA,35.7688,-119.2471,1.260796748,53141,67
Desert Hot Springs,CALIFORNIA,CA,33.9611,-116.5017,1.138284295,28991,33
Dinuba,CALIFORNIA,CA,36.5433,-119.3871,1.720535824,24411,42
Dixon,CALIFORNIA,CA,38.4455,-121.8233,1.416568972,20472,29
Dos Palos,CALIFORNIA,CA,36.9861,-120.6266,2.35592606,5518,13
Downey,CALIFORNIA,CA,33.94,-118.1326,1.456606372,113277,165
East Palo Alto,CALIFORNIA,CA,37.4688,-122.1411,1.433763462,29991,43
El Cajon,CALIFORNIA,CA,32.7948,-116.9625,1.741676795,104497,182
El Centro,CALIFORNIA,CA,32.792,-115.5631,1.501939071,44609,67
El Cerrito,CALIFORNIA,CA,37.9154,-122.3014,1.822199822,25793,47
El Monte,CALIFORNIA,CA,34.0752,-118.0368,1.390987773,116464,162
El Segundo,CALIFORNIA,CA,33.9122,-118.383,4.679817546,16881,79
Elk Grove,CALIFORNIA,CA,38.4088,-121.3716,1.294009195,174651,226
Emeryville,CALIFORNIA,CA,37.8314,-122.2865,4.327563249,12016,52
Escalon,CALIFORNIA,CA,37.7974,-120.9966,1.437344832,7653,11
Escondido,CALIFORNIA,CA,33.1217,-117.0815,1.365361625,153073,209
Etna,CALIFORNIA,CA,41.4568,-122.8948,4.178272981,718,3
Eureka,CALIFORNIA,CA,40.8021,-124.1637,2.502391992,27174,68
Exeter,CALIFORNIA,CA,36.2961,-119.1421,1.795332136,10583,19
Fairfax,CALIFORNIA,CA,37.9871,-122.5889,2.099737533,7620,16
Fairfield,CALIFORNIA,CA,38.2494,-122.04,1.501488764,117883,177
Farmersville,CALIFORNIA,CA,36.2977,-119.2068,1.295576532,10806,14
Ferndale,CALIFORNIA,CA,40.5762,-124.2639,3.641660597,1373,5
Firebaugh,CALIFORNIA,CA,36.8588,-120.456,1.89618393,8438,16
Folsom,CALIFORNIA,CA,38.678,-121.1761,1.279841857,78916,101
Fontana,CALIFORNIA,CA,34.0922,-117.435,1.355368193,213964,290
Fort Bragg,CALIFORNIA,CA,39.4457,-123.8053,2.4600246,7317,18
Fortuna,CALIFORNIA,CA,40.5974,-124.156,2.04448806,12228,25
Foster City,CALIFORNIA,CA,37.56,-122.2689,1.514588632,34993,53
Fountain Valley,CALIFORNIA,CA,33.7038,-117.9627,1.329009622,56433,75
Fowler,CALIFORNIA,CA,36.6305,-119.6785,1.810774106,6627,12
Fremont,CALIFORNIA,CA,37.5483,-121.9886,1.16794945,238024,278
Fresno,CALIFORNIA,CA,36.6714,-119.8155,1.998804102,531818,1063
Fullerton,CALIFORNIA,CA,33.8708,-117.9294,1.339171839,141132,189
Galt,CALIFORNIA,CA,38.2546,-121.2999,1.770378183,26548,47
Garden Grove,CALIFORNIA,CA,33.7746,-117.9464,1.219505213,174661,213
Gardena,CALIFORNIA,CA,33.8883,-118.3071,2.002548698,60423,121
Gilroy,CALIFORNIA,CA,37.0065,-121.5632,1.660088425,59033,98
Glendale,CALIFORNIA,CA,34.1423,-118.2484,1.577733925,204724,323
Glendora,CALIFORNIA,CA,34.1361,-117.8653,1.498283612,52727,79
Gonzales,CALIFORNIA,CA,36.5066,-121.4444,1.760356766,8521,15
Grass Valley,CALIFORNIA,CA,39.2191,-121.0611,2.230083051,13004,29
Greenfield,CALIFORNIA,CA,36.3208,-121.2438,1.470588235,17680,26
Gridley,CALIFORNIA,CA,39.3638,-121.6936,2.722323049,6612,18
Grover Beach,CALIFORNIA,CA,35.1209,-120.6218,1.752592376,13694,24
Guadalupe,CALIFORNIA,CA,34.9716,-120.5718,2.024018351,7411,15
Gustine,CALIFORNIA,CA,37.2577,-120.9988,1.188455008,5890,7
Hanford,CALIFORNIA,CA,36.3275,-119.6457,1.4435349,56805,82
Hawthorne,CALIFORNIA,CA,33.9113,-118.3478,1.516317386,88372,134
Hayward,CALIFORNIA,CA,37.6688,-122.0808,1.792719838,162881,292
Healdsburg,CALIFORNIA,CA,38.6107,-122.8701,2.097843417,11917,25
Hemet,CALIFORNIA,CA,33.7475,-116.972,1.208641789,86047,104
Hercules,CALIFORNIA,CA,38.0171,-122.2886,1.009708738,25750,26
Hermosa Beach,CALIFORNIA,CA,33.8643,-118.3959,3.141308203,19737,62
Hillsborough,CALIFORNIA,CA,37.5741,-122.3794,3.10880829,11580,36
Hollister,CALIFORNIA,CA,36.8525,-121.4016,1.02748523,38930,40
Huntington Beach,CALIFORNIA,CA,33.6781,-118,1.715594707,203428,349
