State,Abbrev,City,Population,"Violent crime","Murder and nonnegligent manslaughter",Rape1,Robbery,"Aggravated assault","Property crime",Burglary,"Larceny- theft",Arson2,"Motor vehicle theft",Total,Per_1k
ILLINOIS,IL,Villa Park,"21,806",27,0,8,7,12,232,25,191,1,16,519,23.80078877
ILLINOIS,IL,Viola,891,0,0,0,0,0,0,0,0,0,0,0,0
ILLINOIS,IL,Virden,"3,344",10,0,3,0,7,131,35,88,0,8,282,84.33014354
ILLINOIS,IL,Walnut,"1,324",0,0,0,0,0,4,1,3,0,0,8,6.042296073
ILLINOIS,IL,Warren,"1,319",3,0,0,0,3,0,0,0,0,0,6,4.548900682
ILLINOIS,IL,Warrensburg,"1,133",2,0,1,0,1,4,1,3,0,0,12,10.5913504
ILLINOIS,IL,Warrenville,"13,280",13,0,6,2,5,108,11,92,0,5,242,18.22289157
ILLINOIS,IL,Washington,"17,048",30,0,5,1,24,193,36,153,1,4,447,26.22008447
ILLINOIS,IL,Waterloo,"10,408",13,0,7,0,6,73,10,62,0,1,172,16.52574942
ILLINOIS,IL,Watseka,"4,868",9,0,5,1,3,136,22,112,0,2,290,59.5727198
ILLINOIS,IL,"Waukegan5,6","87,530",355,11,20,150,174,,296,,,,1006,11.49320233
ILLINOIS,IL,Waverly,"1,220",0,0,0,0,0,11,3,8,0,0,22,18.03278689
ILLINOIS,IL,Wayne,"2,442",0,0,0,0,0,5,1,4,0,0,10,4.095004095
ILLINOIS,IL,Westchester,"16,423",19,0,2,9,8,172,41,126,2,5,384,23.38184254
ILLINOIS,IL,West Chicago,"27,174",34,2,13,6,13,245,28,200,0,17,558,20.53433429
ILLINOIS,IL,West City,648,5,0,0,0,5,96,3,93,0,0,202,311.7283951
ILLINOIS,IL,Western Springs,"13,554",2,0,0,1,1,154,13,139,2,2,314,23.16659289
ILLINOIS,IL,West Frankfort,"7,921",2,0,0,2,0,242,95,127,2,20,490,61.86087615
ILLINOIS,IL,Westmont,"24,766",19,0,8,3,8,270,39,217,3,14,581,23.45958168
ILLINOIS,IL,Westville,"3,017",14,0,5,2,7,58,22,30,0,6,144,47.72953265
ILLINOIS,IL,Wheaton,"53,418",39,0,16,8,15,629,64,554,2,11,1338,25.04773672
ILLINOIS,IL,Wheeling,"38,687",27,1,13,1,12,322,53,257,0,12,698,18.04223641
ILLINOIS,IL,White Hall,"2,352",8,0,3,1,4,30,11,18,1,1,77,32.73809524
ILLINOIS,IL,Williamsville,"1,496",2,0,1,0,1,2,1,1,0,0,8,5.347593583
ILLINOIS,IL,Willow Springs,"5,639",4,0,0,0,4,31,5,26,0,0,70,12.4135485
ILLINOIS,IL,Wilmette,"27,467",13,0,0,0,13,259,61,186,0,12,544,19.80558488
ILLINOIS,IL,Winfield,"9,762",10,2,5,0,3,33,4,25,0,4,86,8.80967015
ILLINOIS,IL,Winnebago,"2,973",3,0,2,0,1,31,3,25,0,3,68,22.87251934
ILLINOIS,IL,Winnetka,"12,518",3,0,2,0,1,108,15,85,0,8,222,17.73446237
ILLINOIS,IL,Winthrop Harbor,"6,727",12,0,4,1,7,23,4,16,0,3,70,10.40582726
ILLINOIS,IL,Witt,852,0,0,0,0,0,7,1,6,0,0,14,16.43192488
ILLINOIS,IL,Wood Dale,"13,800",10,0,3,3,4,191,22,161,0,8,402,29.13043478
ILLINOIS,IL,Woodridge,"33,681",32,0,6,12,14,392,32,338,4,22,852,25.29616104
ILLINOIS,IL,Wood River,"10,210",59,0,15,10,34,528,56,440,0,32,1174,114.9853085
ILLINOIS,IL,Woodstock,"25,353",24,0,10,2,12,298,27,266,0,5,644,25.40133318
ILLINOIS,IL,Worth,"10,642",26,0,11,7,8,123,21,92,1,10,299,28.09622251
ILLINOIS,IL,Yates City,659,1,0,1,0,0,8,1,7,0,0,18,27.31411229
ILLINOIS,IL,Yorkville,"19,751",18,0,8,3,7,200,17,178,2,5,438,22.17609235
ILLINOIS,IL,Zion,"23,885",148,4,36,45,63,721,129,553,4,39,1742,72.93280301
INDIANA,IN,Albion,"2,324",16,1,0,1,14,36,3,30,,3,104,44.75043029
INDIANA,IN,Anderson,"54,925",227,5,78,71,73,"2,340",520,"1,622",,198,5134,93.47291761
INDIANA,IN,Auburn,"13,220",7,0,1,4,2,169,27,133,0,9,352,26.62632375
INDIANA,IN,Bargersville,"7,695",12,0,0,2,10,122,4,113,0,5,268,34.82781027
INDIANA,IN,Batesville,"6,616",7,0,2,0,5,67,11,47,0,9,148,22.37001209
INDIANA,IN,Bedford,"13,282",16,0,6,0,10,283,25,238,0,20,598,45.02333986
INDIANA,IN,Berne,"4,155",0,0,0,0,0,33,1,30,0,2,66,15.88447653
INDIANA,IN,Bloomington,"85,730",463,2,47,76,338,"2,275",465,"1,678",,132,5476,63.87495626
INDIANA,IN,Bluffton,"10,046",20,0,1,2,17,167,8,150,1,9,375,37.32828987
INDIANA,IN,Boonville,"6,318",16,0,2,0,14,143,10,125,,8,318,50.33238367
INDIANA,IN,Bremen,"4,507",16,0,0,0,16,53,13,35,0,5,138,30.61903705
INDIANA,IN,Brownsburg,"26,525",33,1,3,6,23,264,18,219,0,27,594,22.39396795
INDIANA,IN,Cannelton,"1,496",2,0,0,0,2,10,2,8,0,0,24,16.04278075
INDIANA,IN,Carmel,"94,128",43,0,14,10,19,716,53,603,,60,1518,16.12697603
INDIANA,IN,Cedar Lake,"12,602",7,0,4,1,2,193,24,159,,10,400,31.74099349
INDIANA,IN,Chesterton,"13,561",11,0,2,2,7,111,10,94,,7,244,17.99277339
INDIANA,IN,Clinton,"4,707",29,0,0,1,28,140,25,113,0,2,338,71.80794561
INDIANA,IN,Columbus,"47,595",76,0,46,26,4,"1,706",180,"1,411",5,115,3569,74.98686837
INDIANA,IN,Crawfordsville,"16,207",71,0,5,4,62,342,48,266,0,28,826,50.96563213
INDIANA,IN,Crown Point,"29,884",6,1,1,2,2,335,12,306,0,17,682,22.82157676
INDIANA,IN,Cumberland,"5,739",23,1,0,18,4,104,15,80,,9,254,44.25858163
INDIANA,IN,Decatur,"9,585",17,0,2,1,14,134,10,114,0,10,302,31.5075639
INDIANA,IN,Dyer,"15,880",10,0,1,6,3,133,11,111,0,11,286,18.01007557
INDIANA,IN,Edinburgh,"4,607",17,0,3,2,12,469,30,433,0,6,972,210.9832863
INDIANA,IN,Elkhart,"52,659",624,7,31,56,530,"1,869",360,"1,231",13,278,4999,94.93154067
INDIANA,IN,Ellettsville,"6,740",17,0,0,2,15,55,9,42,0,4,144,21.36498516
INDIANA,IN,Elwood,"8,405",9,0,4,5,0,187,30,149,2,8,394,46.87685901
INDIANA,IN,Evansville,"118,765",675,10,91,156,418,"5,301",714,"4,078",,509,11952,100.6357092
INDIANA,IN,Fairmount,"2,771",9,0,0,0,9,16,14,0,,2,50,18.04402743
INDIANA,IN,Fishers,"94,035",46,1,12,8,25,815,35,712,3,68,1725,18.34423353
INDIANA,IN,Fort Wayne,"267,634","1,024",40,131,307,546,"7,007","1,006","5,453",40,548,16102,60.16425417
INDIANA,IN,Frankfort5,"15,744",,0,,2,7,469,47,402,0,20,947,60.14989837
INDIANA,IN,Franklin,"25,288",129,0,8,7,114,708,51,637,2,20,1676,66.27649478
INDIANA,IN,Gary,"75,426",374,40,33,145,156,"2,723",703,"1,564",21,456,6215,82.39864238
INDIANA,IN,Goshen,"33,386",47,0,18,17,12,"1,128",174,853,5,101,2355,70.53854909
INDIANA,IN,Greenwood,"58,312",83,1,2,17,63,"1,777",92,"1,544",0,141,3720,63.79475923
INDIANA,IN,Griffith,"16,050",8,0,1,4,3,381,43,319,0,19,778,48.47352025
INDIANA,IN,Hagerstown,"1,678",2,0,1,0,1,6,0,6,0,0,16,9.535160906
INDIANA,IN,Hammond,"76,050",365,4,48,128,185,"2,652",359,"2,002",17,291,6051,79.56607495
INDIANA,IN,Hartford City,"5,736",8,0,0,0,8,59,9,44,0,6,134,23.36122734
INDIANA,IN,Highland5,"22,428",,0,1,,10,567,29,492,1,46,1146,51.09684323
INDIANA,IN,Hobart,"28,101",71,4,5,10,52,"1,112",74,997,3,41,2369,84.30304971
INDIANA,IN,Huntingburg,"6,135",32,0,4,3,25,85,27,54,0,4,234,38.14180929
INDIANA,IN,Indianapolis,"877,584","11,170",162,677,"3,081","7,250","36,237","7,842","23,448",229,"4,947",95043,108.3007439
INDIANA,IN,Jeffersonville,"47,709",65,3,25,23,14,"1,239",164,905,3,170,2611,54.72761953
INDIANA,IN,Kendallville,"9,850",52,0,2,2,48,270,22,212,,36,644,65.38071066
INDIANA,IN,Kokomo,"57,804",364,4,42,70,248,"1,426",309,"1,036",8,81,3588,62.07182894
INDIANA,IN,Lafayette,"72,904",338,4,34,62,238,"2,623",502,"1,979",10,142,5932,81.36727752
INDIANA,IN,Lake Station,"11,880",31,0,3,11,17,321,35,253,4,33,708,59.5959596
INDIANA,IN,La Porte,"21,630",111,0,11,21,79,495,91,360,2,44,1214,56.12575127
INDIANA,IN,Lawrence,"49,093",210,5,15,87,103,"1,083",185,754,5,144,2591,52.7773817
INDIANA,IN,Lawrenceburg,"5,033",30,0,2,1,27,117,6,103,,8,294,58.41446453
INDIANA,IN,Lowell,"9,711",1,0,0,0,1,21,1,19,,1,44,4.53094429
INDIANA,IN,Marion,"28,116",128,9,7,33,79,"1,038",132,827,1,79,2333,82.97766396
INDIANA,IN,Michigan City,"30,999",230,3,13,50,164,"1,373",189,"1,080",5,104,3211,103.5839866
INDIANA,IN,Mishawaka,"49,310",114,4,15,48,47,"2,525",248,"2,032",14,245,5292,107.3210302
INDIANA,IN,Muncie,"68,406",219,1,40,80,98,"2,281",407,"1,434",,440,5000,73.09300354
INDIANA,IN,Munster,"22,596",21,0,1,16,4,375,16,348,1,11,793,35.09470703
INDIANA,IN,Nappanee,"6,864",4,0,2,2,0,97,24,67,0,6,202,29.42890443
INDIANA,IN,New Whiteland,"6,182",0,0,0,0,0,44,19,22,0,3,88,14.23487544
INDIANA,IN,Noblesville,"63,315",59,1,20,14,24,589,45,516,0,28,1296,20.46908316
INDIANA,IN,North Vernon,"6,694",12,0,5,2,5,164,16,148,0,0,352,52.58440394
INDIANA,IN,Peru,"10,973",51,0,3,1,47,370,46,309,0,15,842,76.73380115
INDIANA,IN,Plainfield,"33,668",93,1,16,12,64,794,69,655,,70,1774,52.69098254
INDIANA,IN,Plymouth,"9,948",5,0,2,2,1,218,24,187,0,7,446,44.83313229
INDIANA,IN,Portage,"36,646",68,0,17,7,44,740,60,641,,39,1616,44.09758227
INDIANA,IN,Porter,"4,812",1,0,0,0,1,28,2,19,0,7,58,12.05320033
INDIANA,IN,Portland,"6,132",14,0,1,0,13,80,2,73,0,5,188,30.65883888
INDIANA,IN,Rensselaer,"5,864",25,1,6,0,18,185,31,153,0,1,420,71.62346521
INDIANA,IN,Rushville,"6,009",4,0,2,0,2,212,45,152,0,15,432,71.89216176
INDIANA,IN,Sellersburg,"8,935",5,0,0,1,4,90,7,62,0,21,190,21.26468942
INDIANA,IN,Seymour,"19,681",41,0,3,5,33,995,71,856,1,68,2073,105.3300137
INDIANA,IN,Shelbyville,"19,075",215,0,3,6,206,563,67,443,,53,1556,81.57273919
INDIANA,IN,South Bend4,"102,397","1,064",9,67,277,711,"4,406",970,"2,956",44,480,10984,107.2687676
INDIANA,IN,South Whitley,"1,745",2,0,0,0,2,13,2,11,0,0,30,17.19197708
INDIANA,IN,Speedway,"12,187",35,0,5,14,16,522,54,431,1,37,1115,91.49093296
INDIANA,IN,St. John,"17,615",3,0,1,0,2,111,15,89,0,7,228,12.94351405
INDIANA,IN,Tell City,"7,313",16,0,3,1,12,115,12,94,1,9,263,35.96335293
INDIANA,IN,Tipton,"5,072",18,0,1,1,16,45,10,29,0,6,126,24.84227129
INDIANA,IN,Valparaiso,"33,610",37,0,9,4,24,402,39,350,,13,878,26.12317763
INDIANA,IN,Westfield,"41,037",11,0,6,2,3,390,21,360,1,9,803,19.56770719
INDIANA,IN,West Lafayette,"46,906",31,0,8,7,16,401,23,367,0,11,864,18.41981836
INDIANA,IN,Westville,"5,664",7,0,0,0,7,23,5,17,0,1,60,10.59322034
INDIANA,IN,Whitestown,"9,388",6,0,0,1,5,101,7,80,0,14,214,22.79505752
INDIANA,IN,Whiting,"4,802",13,1,1,7,4,153,6,132,0,15,332,69.13785923
INDIANA,IN,Winchester,"4,689",0,0,0,0,0,227,35,181,1,11,455,97.03561527
INDIANA,IN,Zionsville,"27,185",0,0,0,0,0,60,7,52,0,1,120,4.414199007
IOWA,IA,,,,,,,,,,,,,0,#DIV/0!
KANSAS,KS,Abilene,"6,315",14,0,5,0,9,99,22,69,1,8,227,35.94615994
KANSAS,KS,Alta Vista,419,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Anthony,"2,115",7,0,0,0,7,56,14,40,0,2,126,59.57446809
KANSAS,KS,Argonia,479,0,0,0,0,0,2,0,2,0,0,4,8.350730689
KANSAS,KS,Arkansas City,"11,791",50,0,7,1,42,510,87,390,1,33,1121,95.07251293
KANSAS,KS,Atchison,"10,589",43,0,8,2,33,269,39,216,1,14,625,59.02351497
KANSAS,KS,Atwood,"1,196",1,0,0,0,1,11,5,6,0,0,24,20.06688963
KANSAS,KS,Auburn,"1,221",0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Augusta,"9,387",18,0,3,5,10,324,33,262,1,29,685,72.97326089
KANSAS,KS,Basehor,"6,239",7,0,0,1,6,68,7,52,0,9,150,24.04231447
KANSAS,KS,Baxter Springs,"3,919",9,0,1,0,8,121,23,90,0,8,260,66.34345496
KANSAS,KS,Bel Aire,"8,092",8,0,2,0,6,156,35,113,1,8,329,40.65743945
KANSAS,KS,Belle Plaine,"1,568",3,0,0,0,3,8,2,5,0,1,22,14.03061224
KANSAS,KS,Belleville,"1,885",3,0,0,0,3,38,10,26,2,2,84,44.56233422
KANSAS,KS,Beloit,"3,695",9,0,0,2,7,42,10,28,0,4,102,27.60487145
KANSAS,KS,Benton,872,2,0,1,1,0,10,2,6,0,2,24,27.52293578
KANSAS,KS,Bronson,310,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Bucklin,792,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Burlington5,"2,537",9,0,3,2,4,,,53,0,3,74,29.16830903
KANSAS,KS,Caney,"2,000",2,0,0,1,1,8,2,5,0,1,20,10
KANSAS,KS,Carbondale,"1,357",0,0,0,0,0,41,9,31,0,1,82,60.42741341
KANSAS,KS,Cheney,"2,180",3,0,1,0,2,36,5,27,0,4,78,35.77981651
KANSAS,KS,Cherryvale,"2,154",9,4,1,0,4,53,20,31,0,2,124,57.56731662
KANSAS,KS,Clay Center,"3,930",19,0,0,0,19,68,12,51,0,5,174,44.27480916
KANSAS,KS,Clearwater,"2,529",1,0,0,0,1,44,8,34,0,2,90,35.58718861
KANSAS,KS,Coffeyville,"9,375",57,0,8,5,44,472,108,342,0,22,1058,112.8533333
KANSAS,KS,Colony,409,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Columbus,"3,066",10,0,0,0,10,64,10,48,1,6,149,48.5975212
KANSAS,KS,Concordia,"5,059",16,0,0,1,15,122,23,96,1,3,277,54.75390393
KANSAS,KS,Council Grove,"2,030",4,0,1,0,3,14,4,9,0,1,36,17.73399015
KANSAS,KS,Derby,"23,842",37,1,11,4,21,505,54,416,4,35,1088,45.63375556
KANSAS,KS,Dodge City,"27,756",90,2,13,5,70,592,102,454,4,36,1368,49.28664073
KANSAS,KS,Edwardsville,"4,505",13,0,2,1,10,113,26,75,2,12,254,56.381798
KANSAS,KS,El Dorado,"12,960",28,0,3,3,22,383,94,243,9,46,831,64.12037037
KANSAS,KS,Elkhart,"1,825",6,0,0,0,6,9,1,6,0,2,30,16.43835616
KANSAS,KS,Ellinwood,"1,992",8,0,0,0,8,27,6,18,0,3,70,35.14056225
KANSAS,KS,Ellsworth,"3,044",4,0,0,0,4,36,6,26,1,4,81,26.60972405
KANSAS,KS,Emporia,"24,698",28,0,17,0,11,429,49,368,0,12,914,37.0070451
KANSAS,KS,Fort Scott,"7,779",37,0,3,1,33,259,53,184,3,22,595,76.48798046
KANSAS,KS,Frontenac,"3,409",3,0,1,0,2,54,12,40,0,2,114,33.44089176
KANSAS,KS,Galena,"2,871",12,0,0,0,12,104,21,71,7,12,239,83.24625566
KANSAS,KS,Garden City,"26,902",123,0,27,15,81,608,65,499,2,44,1464,54.41974574
KANSAS,KS,Gardner,"21,945",56,0,9,3,44,308,28,262,2,18,730,33.26498063
KANSAS,KS,Garnett,"3,231",9,0,1,0,8,64,18,38,1,8,147,45.49675023
KANSAS,KS,Grandview Plaza,"1,627",5,0,2,0,3,64,17,35,0,12,138,84.8186847
KANSAS,KS,Great Bend,"15,251",112,2,10,6,94,577,131,410,3,36,1381,90.55143925
KANSAS,KS,Havensville,155,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Haysville,"11,343",46,2,12,5,27,283,33,233,4,17,662,58.36198537
KANSAS,KS,Herington5,"2,305",5,0,0,0,5,,,38,1,3,52,22.55965293
KANSAS,KS,Hesston,"3,791",5,0,0,0,5,37,4,31,0,2,84,22.15774202
KANSAS,KS,Hiawatha,"3,132",13,0,9,0,4,116,15,88,0,13,258,82.37547893
KANSAS,KS,Hillsboro,"2,829",3,0,0,1,2,40,14,16,0,10,86,30.39943443
KANSAS,KS,Hoisington,"2,539",7,1,1,0,5,46,6,36,0,4,106,41.74871997
KANSAS,KS,Holton,"3,258",12,0,2,0,10,80,10,68,0,2,184,56.47636587
KANSAS,KS,Horton,"1,687",2,0,0,0,2,23,9,14,0,0,50,29.63841138
KANSAS,KS,Hoxie,"1,194",0,0,0,0,0,4,0,4,0,0,8,6.700167504
KANSAS,KS,Hugoton,"3,816",2,0,0,0,2,9,0,8,0,1,22,5.765199161
KANSAS,KS,Humboldt,"1,783",0,0,0,0,0,31,4,22,0,5,62,34.77285474
KANSAS,KS,Hutchinson,"40,573",166,1,31,18,116,"1,624",356,"1,151",16,117,3596,88.63036995
KANSAS,KS,Independence5,"8,629",62,1,9,3,49,,,383,3,32,542,62.81144976
KANSAS,KS,Iola,"5,306",33,2,13,1,17,209,69,130,0,10,484,91.21748963
KANSAS,KS,Lake Quivira,939,0,0,0,0,0,4,0,3,0,1,8,8.51970181
KANSAS,KS,Lansing,"12,043",30,0,5,7,18,136,42,82,0,12,332,27.56788176
KANSAS,KS,Larned,"3,828",9,0,1,0,8,92,31,52,0,9,202,52.76907001
KANSAS,KS,Leavenworth,"36,331",345,1,31,43,270,"1,130",247,783,10,100,2960,81.47312213
KANSAS,KS,Leawood,"35,070",27,0,1,3,23,543,76,428,0,39,1140,32.50641574
KANSAS,KS,Lenexa,"54,349",107,0,11,12,84,838,99,661,2,78,1892,34.81204806
KANSAS,KS,Lindsborg,"3,247",3,0,1,0,2,40,12,27,0,1,86,26.48598706
KANSAS,KS,Little River,524,0,0,0,0,0,1,0,1,0,0,2,3.816793893
KANSAS,KS,Lyons,"3,540",21,0,1,0,20,12,4,7,0,1,66,18.6440678
KANSAS,KS,Maize,"4,735",12,0,2,0,10,93,17,70,2,6,212,44.77296727
KANSAS,KS,Marysville,"3,268",5,0,0,0,5,53,10,39,0,4,116,35.49571603
KANSAS,KS,McPherson6,"13,211",23,1,4,5,13,,,,1,21,68,5.147225797
KANSAS,KS,Meade,"1,610",0,0,0,0,0,10,0,10,0,0,20,12.42236025
KANSAS,KS,Minneapolis,"1,949",2,0,1,0,1,20,5,14,0,1,44,22.57567984
KANSAS,KS,Montezuma,943,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Moran,511,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Mound City,680,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Mount Hope,804,0,0,0,0,0,7,1,5,0,1,14,17.41293532
KANSAS,KS,Mulvane,"6,391",9,0,3,0,6,163,12,135,1,16,345,53.98216242
KANSAS,KS,Neodesha,"2,292",8,0,1,1,6,43,11,27,0,5,102,44.5026178
KANSAS,KS,Newton,"18,830",131,0,24,9,98,560,92,429,8,39,1390,73.81837493
KANSAS,KS,Norton,"2,760",5,0,1,0,4,39,14,24,1,1,89,32.24637681
KANSAS,KS,Oberlin,"1,730",3,0,0,0,3,19,8,11,0,0,44,25.43352601
KANSAS,KS,Olathe,"139,154",305,2,80,26,197,"1,957",147,"1,639",7,171,4531,32.56104747
KANSAS,KS,Osage City,"2,777",2,0,1,0,1,41,6,33,4,2,90,32.40907454
KANSAS,KS,Osawatomie,"4,278",7,0,1,0,6,72,8,59,0,5,158,36.93314633
KANSAS,KS,Oswego,"1,703",0,0,0,0,0,18,2,14,0,2,36,21.13916618
KANSAS,KS,Ottawa,"12,300",63,0,11,1,51,313,37,238,3,38,755,61.38211382
KANSAS,KS,Overland Park,"193,877",440,3,120,78,239,"3,739",379,"3,017",22,343,8380,43.22328074
KANSAS,KS,Paola,"5,574",4,0,1,0,3,134,10,119,2,5,278,49.87441694
KANSAS,KS,Park City,"7,785",24,0,6,0,18,161,41,105,0,15,370,47.52729608
KANSAS,KS,Parsons,"9,664",91,1,6,6,78,345,80,251,5,14,877,90.74917219
KANSAS,KS,Peabody,"1,111",3,0,1,1,1,20,11,6,0,3,46,41.40414041
KANSAS,KS,Plainville,"1,832",3,1,0,0,2,1,0,1,0,0,8,4.366812227
KANSAS,KS,Pratt,"6,737",28,0,4,0,24,132,22,98,1,12,321,47.64732077
KANSAS,KS,Rose Hill,"3,986",5,0,2,0,3,58,14,41,1,3,127,31.8615153
KANSAS,KS,Russell,"4,454",25,0,7,0,18,83,10,62,1,11,217,48.72025146
KANSAS,KS,Sabetha,"2,569",0,0,0,0,0,29,3,22,0,4,58,22.57687816
KANSAS,KS,Scott City,"3,854",6,0,0,0,6,29,4,24,0,1,70,18.16294759
KANSAS,KS,Sedgwick,"1,661",4,0,0,0,4,18,5,12,0,1,44,26.49006623
KANSAS,KS,Seneca,"2,044",10,0,0,0,10,37,4,28,1,5,95,46.47749511
KANSAS,KS,Shawnee,"65,983",165,3,25,14,123,"1,076",139,791,8,146,2490,37.73699286
KANSAS,KS,Sterling,"2,214",1,0,0,0,1,31,8,18,1,5,65,29.35862692
KANSAS,KS,St. Francis,"1,301",1,0,0,0,1,13,4,2,0,7,28,21.52190623
KANSAS,KS,St. George,"1,028",0,0,0,0,0,6,1,5,0,0,12,11.67315175
KANSAS,KS,Tonganoxie,"5,508",6,0,1,0,5,59,3,47,0,9,130,23.60203341
KANSAS,KS,Topeka,"126,399",766,14,84,254,414,"6,560",973,"4,851",7,736,14659,115.9740188
KANSAS,KS,Ulysses,"5,878",10,0,0,2,8,48,20,22,0,6,116,19.73460361
KANSAS,KS,Valley Center,"7,370",6,0,3,0,3,83,14,60,0,9,178,24.15196744
KANSAS,KS,Walton,235,0,0,0,0,0,0,0,0,0,0,0,0
KANSAS,KS,Wamego,"4,748",19,0,1,1,17,103,13,81,0,9,244,51.39005897
KANSAS,KS,Wellsville,"1,803",5,0,0,0,5,19,3,15,0,1,48,26.62229617
KANSAS,KS,Westwood,"2,276",2,0,0,1,1,60,2,50,0,8,124,54.48154657
KANSAS,KS,Wichita,"391,726","4,622",38,378,572,"3,634","22,011","3,412","15,826",139,"2,773",53405,136.3325386
KANSAS,KS,Winfield,"12,072",22,0,6,1,15,524,95,394,5,35,1097,90.87143804
KENTUCKY,KY,Adairville,878,0,0,0,0,0,1,0,1,0,0,2,2.277904328
KENTUCKY,KY,Alexandria,"9,583",1,0,0,0,1,144,12,122,0,10,290,30.26192215
KENTUCKY,KY,Anchorage,"2,448",0,0,0,0,0,13,1,11,0,1,26,10.62091503
KENTUCKY,KY,Ashland,"20,525",30,0,8,5,17,774,122,608,2,44,1610,78.4409257
KENTUCKY,KY,Auburn,"1,377",2,0,0,1,1,2,1,1,0,0,8,5.8097313
KENTUCKY,KY,Audubon Park,"1,506",0,0,0,0,0,36,3,29,0,4,72,47.80876494
KENTUCKY,KY,Augusta,"1,141",2,0,0,0,2,16,3,12,0,1,36,31.55127082
KENTUCKY,KY,Barbourville,"3,094",21,0,4,7,10,85,14,48,0,23,212,68.51971558
KENTUCKY,KY,Bardstown5,"13,244",26,0,7,11,8,,,233,1,27,313,23.6333434
KENTUCKY,KY,Beattyville,"1,192",2,0,0,0,2,13,4,1,0,8,30,25.16778523
KENTUCKY,KY,Beaver Dam,"3,587",6,0,1,1,4,30,1,23,0,6,72,20.07248397
KENTUCKY,KY,Bellefonte,836,0,0,0,0,0,3,1,1,0,1,6,7.177033493
KENTUCKY,KY,Bellevue,"5,746",4,0,1,1,2,80,6,69,0,5,168,29.2377306
KENTUCKY,KY,Benton,"4,495",1,1,0,0,0,142,29,108,0,5,286,63.62625139
KENTUCKY,KY,Berea,"15,893",20,1,6,6,7,326,67,214,0,45,692,43.54118165
KENTUCKY,KY,Bloomfield,"1,061",1,0,0,1,0,5,0,3,0,2,12,11.31008483
KENTUCKY,KY,Bowling Green,"68,268",208,6,59,64,79,"3,312",414,"2,681",2,217,7042,103.1522822
KENTUCKY,KY,Brandenburg,"2,852",1,0,0,0,1,26,6,12,1,8,55,19.28471248
KENTUCKY,KY,Brodhead,"1,179",0,0,0,0,0,4,0,2,0,2,8,6.785411366
KENTUCKY,KY,Brownsville,832,0,0,0,0,0,6,1,4,0,1,12,14.42307692
KENTUCKY,KY,Burnside,905,2,0,0,0,2,22,4,14,0,4,48,53.03867403
KENTUCKY,KY,Cadiz,"2,637",4,0,0,0,4,62,15,41,0,6,132,50.05688282
KENTUCKY,KY,Calvert City,"2,513",3,0,1,0,2,43,9,32,0,2,92,36.60962992
KENTUCKY,KY,Campbellsville,"11,503",32,0,5,16,11,522,121,370,1,31,1109,96.40963227
KENTUCKY,KY,Carlisle,"1,957",2,0,2,0,0,5,2,2,0,1,14,7.153806847
KENTUCKY,KY,Carrollton,"3,820",2,0,0,0,2,36,9,20,1,7,77,20.15706806
KENTUCKY,KY,Catlettsburg,"1,766",1,0,0,1,0,37,11,22,0,4,76,43.03510759
KENTUCKY,KY,Cave City,"2,425",6,0,1,0,5,23,9,11,0,3,58,23.91752577
KENTUCKY,KY,Centertown,436,0,0,0,0,0,2,1,1,0,0,4,9.174311927
KENTUCKY,KY,Central City,"5,746",3,0,1,0,2,56,4,49,0,3,118,20.53602506
KENTUCKY,KY,Clay City,"1,098",0,0,0,0,0,1,0,1,0,0,2,1.821493625
KENTUCKY,KY,Clinton,"1,277",0,0,0,0,0,10,4,5,0,1,20,15.66170713
KENTUCKY,KY,Coal Run Village,"1,502",1,0,0,1,0,23,2,21,0,0,48,31.95739015
KENTUCKY,KY,Cold Spring,"6,430",4,0,0,3,1,112,12,99,0,1,232,36.08087092
KENTUCKY,KY,Columbia,"4,927",2,0,0,0,2,13,2,8,0,3,30,6.088897909
KENTUCKY,KY,Corbin,"7,267",15,3,4,7,1,164,39,101,3,24,361,49.67662034
KENTUCKY,KY,Covington,"40,448",164,5,37,66,56,"1,097",200,763,7,134,2529,62.5247231
KENTUCKY,KY,Cynthiana,"6,362",12,0,2,5,5,109,25,72,0,12,242,38.03835272
KENTUCKY,KY,Danville,"16,801",34,0,17,7,10,283,80,176,3,27,637,37.91440986
KENTUCKY,KY,Dawson Springs,"2,665",4,0,0,3,1,43,20,18,0,5,94,35.27204503
KENTUCKY,KY,Dayton,"5,464",6,0,1,0,5,95,23,60,1,12,203,37.1522694
KENTUCKY,KY,Dry Ridge,"2,220",1,0,0,0,1,33,3,29,0,1,68,30.63063063
KENTUCKY,KY,Eddyville,"2,569",2,0,0,0,2,41,7,32,0,2,86,33.47606072
