id,Name,Metro-Label,City,State,Median_Income
310M400US39980,"Richmond, IN Micro Area",Richmond,Richmond,IN,53166
310M400US11780,"Ashtabula, OH Micro Area",Ashtabula,Ashtabula,OH,53139
310M400US38380,"Plainview, TX Micro Area",Plainview,Plainview,TX,53138
310M400US32020,"Marion, OH Micro Area",Marion,Marion,OH,53136
310M400US12460,"Bainbridge, GA Micro Area",Bainbridge,Bainbridge,GA,53131
310M400US45460,"Terre Haute, IN Metro Area",Terre Haute,Terre Haute,IN,53127
310M400US13020,"Bay City, MI Metro Area",Bay City,Bay City,MI,53125
310M400US43740,"Somerset, PA Micro Area",Somerset,Somerset,PA,53091
310M400US29180,"Lafayette, LA Metro Area",Lafayette,Lafayette,LA,53056
310M400US32540,"McAlester, OK Micro Area",McAlester,McAlester,OK,53025
310M400US29380,"Lake City, FL Micro Area",Lake City,Lake City,FL,53024
310M400US36830,"Othello, WA Micro Area",Othello,Othello,WA,53008
310M400US20020,"Dothan, AL Metro Area",Dothan,Dothan,AL,53005
310M400US32180,"Marshall, MO Micro Area",Marshall,Marshall,MO,52933
310M400US35260,"New Castle, PA Micro Area",New Castle,New Castle,PA,52911
310M400US34740,"Muskegon, MI Metro Area",Muskegon,Muskegon,MI,52895
310M400US32900,"Merced, CA Metro Area",Merced,Merced,CA,52870
310M400US34620,"Muncie, IN Metro Area",Muncie,Muncie,IN,52832
310M400US15060,"Brookings, OR Micro Area",Brookings,Brookings,OR,52795
310M400US28860,"Kirksville, MO Micro Area",Kirksville,Kirksville,MO,52793
310M400US33660,"Mobile, AL Metro Area",Mobile,Mobile,AL,52756
310M400US11220,"Amsterdam, NY Micro Area",Amsterdam,Amsterdam,NY,52749
310M400US21120,"Elk City, OK Micro Area",Elk City,Elk City,OK,52721
310M400US17340,"Clearlake, CA Micro Area",Clearlake,Clearlake,CA,52702
310M400US27780,"Johnstown, PA Metro Area",Johnstown,Johnstown,PA,52699
310M400US29460,"Lakeland-Winter Haven, FL Metro Area",Lakeland-Winter Haven,Lakeland,FL,52649
310M400US22100,"Farmington, MO Micro Area",Farmington,Farmington,MO,52604
310M400US36100,"Ocala, FL Metro Area",Ocala,Ocala,FL,52604
310M400US26860,"Indiana, PA Micro Area",Indiana,Indiana,PA,52600
310M400US29340,"Lake Charles, LA Metro Area",Lake Charles,Lake Charles,LA,52592
310M400US25860,"Hickory-Lenoir-Morganton, NC Metro Area",Hickory-Lenoir-Morganton,Hickory,NC,52561
310M400US27380,"Jacksonville, TX Micro Area",Jacksonville,Jacksonville,TX,52443
310M400US16260,"Cedar City, UT Micro Area",Cedar City,Cedar City,UT,52319
310M400US17060,"Chillicothe, OH Micro Area",Chillicothe,Chillicothe,OH,52319
310M400US25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",Gulfport-Biloxi-Pascagoula,Gulfport,MS,52295
310M400US44980,"Sunbury, PA Micro Area",Sunbury,Sunbury,PA,52215
310M400US16620,"Charleston, WV Metro Area",Charleston,Charleston,WV,52194
310M400US37420,"Pampa, TX Micro Area",Pampa,Pampa,TX,52188
310M400US48260,"Weirton-Steubenville, WV-OH Metro Area",Weirton-Steubenville,Weirton,WV,52178
310M400US31580,"Madisonville, KY Micro Area",Madisonville,Madisonville,KY,52174
310M400US10620,"Albemarle, NC Micro Area",Albemarle,Albemarle,NC,52161
310M400US19060,"Cumberland, MD-WV Metro Area",Cumberland,Cumberland,MD,52110
310M400US37620,"Parkersburg-Vienna, WV Metro Area",Parkersburg-Vienna,Parkersburg,WV,52104
310M400US10460,"Alamogordo, NM Micro Area",Alamogordo,Alamogordo,NM,52063
310M400US34660,"Murray, KY Micro Area",Murray,Murray,KY,52031
310M400US10500,"Albany, GA Metro Area",Albany,Albany,GA,52021
310M400US40620,"Rolla, MO Micro Area",Rolla,Rolla,MO,51980
310M400US18460,"Cornelia, GA Micro Area",Cornelia,Cornelia,GA,51964
310M400US22180,"Fayetteville, NC Metro Area",Fayetteville,Fayetteville,NC,51937
310M400US11500,"Anniston-Oxford-Jacksonville, AL Metro Area",Anniston-Oxford-Jacksonville,Anniston,AL,51864
310M400US27920,"Junction City, KS Micro Area",Junction City,Junction City,KS,51836
310M400US10700,"Albertville, AL Micro Area",Albertville,Albertville,AL,51789
310M400US39380,"Pueblo, CO Metro Area",Pueblo,Pueblo,CO,51765
310M400US45740,"Toccoa, GA Micro Area",Toccoa,Toccoa,GA,51759
310M400US25620,"Hattiesburg, MS Metro Area",Hattiesburg,Hattiesburg,MS,51743
310M400US27340,"Jacksonville, NC Metro Area",Jacksonville,Jacksonville,NC,51726
310M400US43060,"Shawnee, OK Micro Area",Shawnee,Shawnee,OK,51705
310M400US12980,"Battle Creek, MI Metro Area",Battle Creek,Battle Creek,MI,51674
310M400US47300,"Visalia-Porterville, CA Metro Area",Visalia-Porterville,Visalia,CA,51617
310M400US43180,"Shelbyville, TN Micro Area",Shelbyville,Shelbyville,TN,51575
310M400US43340,"Shreveport-Bossier City, LA Metro Area",Shreveport-Bossier City,Shreveport,LA,51573
310M400US45520,"The Dalles, OR Micro Area",The Dalles,The Dalles,OR,51552
310M400US17420,"Cleveland, TN Metro Area",Cleveland,Cleveland,TN,51533
310M400US14700,"Branson, MO Micro Area",Branson,Branson,MO,51470
310M400US15740,"Cambridge, OH Micro Area",Cambridge,Cambridge,OH,51461
310M400US11060,"Altus, OK Micro Area",Altus,Altus,OK,51418
310M400US32460,"Mayfield, KY Micro Area",Mayfield,Mayfield,KY,51416
310M400US30380,"Lewistown, PA Micro Area",Lewistown,Lewistown,PA,51402
310M400US31420,"Macon-Bibb County, GA Metro Area",Macon-Bibb County,Macon,GA,51349
310M400US26380,"Houma-Thibodaux, LA Metro Area",Houma-Thibodaux,Houma,LA,51347
310M400US40700,"Roseburg, OR Micro Area",Roseburg,Roseburg,OR,51331
310M400US40580,"Rocky Mount, NC Metro Area",Rocky Mount,Rocky Mount,NC,51219
310M400US18900,"Crossville, TN Micro Area",Crossville,Crossville,TN,51208
310M400US25260,"Hanford-Corcoran, CA Metro Area",Hanford-Corcoran,Hanford,CA,51109
310M400US27740,"Johnson City, TN Metro Area",Johnson City,Johnson City,TN,51055
310M400US37500,"Paragould, AR Micro Area",Paragould,Paragould,AR,51054
310M400US35900,"North Wilkesboro, NC Micro Area",North Wilkesboro,North Wilkesboro,NC,51034
310M400US20300,"Dumas, TX Micro Area",Dumas,Dumas,TX,51005
310M400US38260,"Pittsburg, KS Micro Area",Pittsburg,Pittsburg,KS,50902
310M400US10940,"Alma, MI Micro Area",Alma,Alma,MI,50891
310M400US34300,"Mountain Home, ID Micro Area",Mountain Home,Mountain Home,ID,50881
310M400US44940,"Sumter, SC Metro Area",Sumter,Sumter,SC,50877
310M400US41400,"Salem, OH Micro Area",Salem,Salem,OH,50860
310M400US31980,"Marion, IN Micro Area",Marion,Marion,IN,50751
310M400US39780,"Red Bluff, CA Micro Area",Red Bluff,Red Bluff,CA,50747
310M400US40740,"Roswell, NM Micro Area",Roswell,Roswell,NM,50729
310M400US13060,"Bay City, TX Micro Area",Bay City,Bay City,TX,50713
310M400US17700,"Coffeyville, KS Micro Area",Coffeyville,Coffeyville,KS,50655
310M400US15340,"Bucyrus, OH Micro Area",Bucyrus,Bucyrus,OH,50640
310M400US23460,"Gadsden, AL Metro Area",Gadsden,Gadsden,AL,50632
310M400US20540,"Dyersburg, TN Micro Area",Dyersburg,Dyersburg,TN,50601
310M400US13620,"Berlin, NH-VT Micro Area",Berlin,Berlin,NH,50537
310M400US42300,"Sault Ste. Marie, MI Micro Area",Sault Ste. Marie,Sault Ste. Marie,MI,50503
310M400US26580,"Huntington-Ashland, WV-KY-OH Metro Area",Huntington-Ashland,Huntington,WV,50492
310M400US28900,"Klamath Falls, OR Micro Area",Klamath Falls,Klamath Falls,OR,50447
310M400US37300,"Palestine, TX Micro Area",Palestine,Palestine,TX,50435
310M400US10780,"Alexandria, LA Metro Area",Alexandria,Alexandria,LA,50402
310M400US42940,"Sevierville, TN Micro Area",Sevierville,Sevierville,TN,50353
310M400US45980,"Troy, AL Micro Area",Troy,Troy,AL,50335
310M400US49780,"Zanesville, OH Micro Area",Zanesville,Zanesville,OH,50322
310M400US40820,"Ruston, LA Micro Area",Ruston,Ruston,LA,50298
310M400US27180,"Jackson, TN Metro Area",Jackson,Jackson,TN,50290
310M400US33020,"Mexico, MO Micro Area",Mexico,Mexico,MO,50279
310M400US40080,"Richmond-Berea, KY Micro Area",Richmond-Berea,Richmond,KY,50243
310M400US28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",Kingsport-Bristol-Bristol,Kingsport,TN,50240
310M400US37540,"Paris, TN Micro Area",Paris,Paris,TN,50237
310M400US38580,"Point Pleasant, WV-OH Micro Area",Point Pleasant,Point Pleasant,WV,50227
310M400US36620,"Ontario, OR-ID Micro Area",Ontario,Ontario,OR,50205
310M400US26140,"Homosassa Springs, FL Metro Area",Homosassa Springs,Homosassa Springs,FL,50192
310M400US35140,"Newberry, SC Micro Area",Newberry,Newberry,SC,50185
310M400US18300,"Coos Bay, OR Micro Area",Coos Bay,Coos Bay,OR,50184
310M400US46180,"Tupelo, MS Micro Area",Tupelo,Tupelo,MS,50070
310M400US37740,"Payson, AZ Micro Area",Payson,Payson,AZ,50005
310M400US21180,"Elkins, WV Micro Area",Elkins,Elkins,WV,49923
310M400US34780,"Muskogee, OK Micro Area",Muskogee,Muskogee,OK,49879
310M400US46660,"Valdosta, GA Metro Area",Valdosta,Valdosta,GA,49876
310M400US15220,"Brownwood, TX Micro Area",Brownwood,Brownwood,TX,49685
310M400US12900,"Batesville, AR Micro Area",Batesville,Batesville,AR,49661
310M400US27860,"Jonesboro, AR Metro Area",Jonesboro,Jonesboro,AR,49616
310M400US24420,"Grants Pass, OR Metro Area",Grants Pass,Grants Pass,OR,49592
310M400US18740,"Coshocton, OH Micro Area",Coshocton,Coshocton,OH,49557
310M400US29420,"Lake Havasu City-Kingman, AZ Metro Area",Lake Havasu City-Kingman,Lake Havasu City,AZ,49551
310M400US27160,"Jackson, OH Micro Area",Jackson,Jackson,OH,49506
310M400US19140,"Dalton, GA Metro Area",Dalton,Dalton,GA,49435
310M400US46460,"Union City, TN-KY Micro Area",Union City,Union City,TN,49389
310M400US45180,"Talladega-Sylacauga, AL Micro Area",Talladega-Sylacauga,Talladega,AL,49326
310M400US32660,"McMinnville, TN Micro Area",McMinnville,McMinnville,TN,49282
310M400US24140,"Goldsboro, NC Metro Area",Goldsboro,Goldsboro,NC,49228
310M400US19420,"Dayton, TN Micro Area",Dayton,Dayton,TN,49170
310M400US34020,"Morgan City, LA Micro Area",Morgan City,Morgan City,LA,49134
310M400US15140,"Brownsville, TN Micro Area",Brownsville,Brownsville,TN,49110
310M400US42620,"Searcy, AR Micro Area",Searcy,Searcy,AR,49075
310M400US34420,"Mount Pleasant, TX Micro Area",Mount Pleasant,Mount Pleasant,TX,48969
310M400US34340,"Mount Airy, NC Micro Area",Mount Airy,Mount Airy,NC,48966
310M400US31260,"Lufkin, TX Micro Area",Lufkin,Lufkin,TX,48897
310M400US43500,"Silver City, NM Micro Area",Silver City,Silver City,NM,48855
310M400US43320,"Show Low, AZ Micro Area",Show Low,Show Low,AZ,48814
310M400US10980,"Alpena, MI Micro Area",Alpena,Alpena,MI,48750
310M400US34100,"Morristown, TN Metro Area",Morristown,Morristown,TN,48714
310M400US29300,"LaGrange, GA Micro Area",LaGrange,LaGrange,GA,48707
310M400US22500,"Florence, SC Metro Area",Florence,Florence,SC,48665
310M400US21980,"Fallon, NV Micro Area",Fallon,Fallon,NV,48641
310M400US30280,"Lewisburg, TN Micro Area",Lewisburg,Lewisburg,TN,48574
310M400US22900,"Fort Smith, AR-OK Metro Area",Fort Smith,Fort Smith,AR,48537
310M400US46740,"Valley, AL Micro Area",Valley,Valley,AL,48536
310M400US44340,"Statesboro, GA Micro Area",Statesboro,Statesboro,GA,48469
310M400US30220,"Levelland, TX Micro Area",Levelland,Levelland,TX,48432
310M400US16340,"Cedartown, GA Micro Area",Cedartown,Cedartown,GA,48394
310M400US47920,"Washington Court House, OH Micro Area",Washington Court House,Washington Court House,OH,48295
310M400US18220,"Connersville, IN Micro Area",Connersville,Connersville,IN,48248
310M400US39020,"Portsmouth, OH Micro Area",Portsmouth,Portsmouth,OH,48143
310M400US19220,"Danville, KY Micro Area",Danville,Danville,KY,48107
310M400US27700,"Jesup, GA Micro Area",Jesup,Jesup,GA,48092
310M400US42740,"Sedalia, MO Micro Area",Sedalia,Sedalia,MO,48092
310M400US17580,"Clovis, NM Micro Area",Clovis,Clovis,NM,47982
310M400US29740,"Las Cruces, NM Metro Area",Las Cruces,Las Cruces,NM,47945
310M400US46980,"Vicksburg, MS Micro Area",Vicksburg,Vicksburg,MS,47939
310M400US38220,"Pine Bluff, AR Metro Area",Pine Bluff,Pine Bluff,AR,47869
310M400US24940,"Greenwood, SC Micro Area",Greenwood,Greenwood,SC,47848
310M400US46900,"Vernon, TX Micro Area",Vernon,Vernon,TX,47807
310M400US45340,"Taos, NM Micro Area",Taos,Taos,NM,47728
310M400US32940,"Meridian, MS Micro Area",Meridian,Meridian,MS,47669
310M400US25460,"Harrison, AR Micro Area",Harrison,Harrison,AR,47634
310M400US43140,"Shelby, NC Micro Area",Shelby,Shelby,NC,47534
310M400US14140,"Bluefield, WV-VA Micro Area",Bluefield,Bluefield,WV,47477
310M400US45140,"Tahlequah, OK Micro Area",Tahlequah,Tahlequah,OK,47336
310M400US15780,"Camden, AR Micro Area",Camden,Camden,AR,47332
310M400US11940,"Athens, TN Micro Area",Athens,Athens,TN,47288
310M400US20460,"Durant, OK Micro Area",Durant,Durant,OK,47272
310M400US11140,"Americus, GA Micro Area",Americus,Americus,GA,47232
310M400US45620,"Thomasville, GA Micro Area",Thomasville,Thomasville,GA,47204
310M400US28820,"Kinston, NC Micro Area",Kinston,Kinston,NC,47125
310M400US42460,"Scottsboro, AL Micro Area",Scottsboro,Scottsboro,AL,47078
310M400US15620,"Cadillac, MI Micro Area",Cadillac,Cadillac,MI,47027
310M400US36380,"Okeechobee, FL Micro Area",Okeechobee,Okeechobee,FL,46907
310M400US29860,"Laurel, MS Micro Area",Laurel,Laurel,MS,46898
310M400US20980,"El Dorado, AR Micro Area",El Dorado,El Dorado,AR,46724
310M400US45700,"Tifton, GA Micro Area",Tifton,Tifton,GA,46674
310M400US30060,"Lebanon, MO Micro Area",Lebanon,Lebanon,MO,46661
310M400US16420,"Central City, KY Micro Area",Central City,Central City,KY,46622
310M400US22580,"Forest City, NC Micro Area",Forest City,Forest City,NC,46490
310M400US31680,"Malvern, AR Micro Area",Malvern,Malvern,AR,46325
310M400US24980,"Grenada, MS Micro Area",Grenada,Grenada,MS,46221
310M400US48180,"Waycross, GA Micro Area",Waycross,Waycross,GA,46156
310M400US34260,"Mountain Home, AR Micro Area",Mountain Home,Mountain Home,AR,46130
310M400US19260,"Danville, VA Micro Area",Danville,Danville,VA,46063
310M400US26260,"Hope, AR Micro Area",Hope,Hope,AR,46052
310M400US30580,"Liberal, KS Micro Area",Liberal,Liberal,KS,46020
310M400US15660,"Calhoun, GA Micro Area",Calhoun,Calhoun,GA,45942
310M400US25780,"Henderson, NC Micro Area",Henderson,Henderson,NC,45938
310M400US18260,"Cookeville, TN Micro Area",Cookeville,Cookeville,TN,45935
310M400US38780,"Portales, NM Micro Area",Portales,Portales,NM,45845
310M400US14180,"Blytheville, AR Micro Area",Blytheville,Blytheville,AR,45826
310M400US25980,"Hinesville, GA Metro Area",Hinesville,Hinesville,GA,45738
310M400US31620,"Magnolia, AR Micro Area",Magnolia,Magnolia,AR,45560
310M400US23500,"Gaffney, SC Micro Area",Gaffney,Gaffney,SC,45413
310M400US15820,"Campbellsville, KY Micro Area",Campbellsville,Campbellsville,KY,45309
310M400US27660,"Jennings, LA Micro Area",Jennings,Jennings,LA,45203
310M400US29900,"Laurinburg, NC Micro Area",Laurinburg,Laurinburg,NC,45197
310M400US43460,"Sikeston, MO Micro Area",Sikeston,Sikeston,MO,45166
310M400US45580,"Thomaston, GA Micro Area",Thomaston,Thomaston,GA,45133
310M400US49740,"Yuma, AZ Metro Area",Yuma,Yuma,AZ,45097
310M400US28780,"Kingsville, TX Micro Area",Kingsville,Kingsville,TX,45084
310M400US13220,"Beckley, WV Metro Area",Beckley,Beckley,WV,45059
310M400US18980,"Cullman, AL Micro Area",Cullman,Cullman,AL,45057
310M400US46620,"Uvalde, TX Micro Area",Uvalde,Uvalde,TX,45052
310M400US33060,"Miami, OK Micro Area",Miami,Miami,OK,44914
310M400US42700,"Sebring, FL Metro Area",Sebring,Sebring,FL,44911
310M400US21340,"El Paso, TX Metro Area",El Paso,El Paso,TX,44856
310M400US24620,"Greeneville, TN Micro Area",Greeneville,Greeneville,TN,44788
310M400US32280,"Martin, TN Micro Area",Martin,Martin,TN,44765
310M400US18420,"Corinth, MS Micro Area",Corinth,Corinth,MS,44696
310M400US35700,"Nogales, AZ Micro Area",Nogales,Nogales,AZ,44580
310M400US38740,"Poplar Bluff, MO Micro Area",Poplar Bluff,Poplar Bluff,MO,44453
310M400US43700,"Somerset, KY Micro Area",Somerset,Somerset,KY,44446
310M400US32000,"Marion, NC Micro Area",Marion,Marion,NC,44304
310M400US23980,"Glasgow, KY Micro Area",Glasgow,Glasgow,KY,44289
310M400US40780,"Russellville, AR Micro Area",Russellville,Russellville,AR,44256
310M400US38100,"Picayune, MS Micro Area",Picayune,Picayune,MS,43964
310M400US15020,"Brookhaven, MS Micro Area",Brookhaven,Brookhaven,MS,43957
310M400US24380,"Grants, NM Micro Area",Grants,Grants,NM,43880
310M400US13300,"Beeville, TX Micro Area",Beeville,Beeville,TX,43664
310M400US29980,"Lawrenceburg, TN Micro Area",Lawrenceburg,Lawrenceburg,TN,43592
310M400US32300,"Martinsville, VA Micro Area",Martinsville,Martinsville,VA,43430
310M400US17380,"Cleveland, MS Micro Area",Cleveland,Cleveland,MS,43352
310M400US20940,"El Centro, CA Metro Area",El Centro,El Centro,CA,43329
310M400US48500,"West Point, MS Micro Area",West Point,West Point,MS,42912
310M400US20060,"Douglas, GA Micro Area",Douglas,Douglas,GA,42865
310M400US21640,"Eufaula, AL-GA Micro Area",Eufaula,Eufaula,AL,42813
310M400US14220,"Bogalusa, LA Micro Area",Bogalusa,Bogalusa,LA,42783
310M400US37260,"Palatka, FL Micro Area",Palatka,Palatka,FL,42693
310M400US11580,"Arcadia, FL Micro Area",Arcadia,Arcadia,FL,42649
310M400US12120,"Atmore, AL Micro Area",Atmore,Atmore,AL,42638
310M400US35060,"Natchitoches, LA Micro Area",Natchitoches,Natchitoches,LA,42480
310M400US22840,"Fort Payne, AL Micro Area",Fort Payne,Fort Payne,AL,42223
310M400US34460,"Mount Sterling, KY Micro Area",Mount Sterling,Mount Sterling,KY,42207
310M400US18380,"Cordele, GA Micro Area",Cordele,Cordele,GA,42178
310M400US40260,"Roanoke Rapids, NC Micro Area",Roanoke Rapids,Roanoke Rapids,NC,42025
310M400US28380,"Kennett, MO Micro Area",Kennett,Kennett,MO,41921
310M400US20140,"Dublin, GA Micro Area",Dublin,Dublin,GA,41767
310M400US47080,"Vidalia, GA Micro Area",Vidalia,Vidalia,GA,41727
310M400US30880,"Logan, WV Micro Area",Logan,Logan,WV,41628
310M400US10860,"Alice, TX Micro Area",Alice,Alice,TX,41627
310M400US36700,"Orangeburg, SC Micro Area",Orangeburg,Orangeburg,SC,41599
310M400US40460,"Rockingham, NC Micro Area",Rockingham,Rockingham,NC,41335
310M400US48460,"West Plains, MO Micro Area",West Plains,West Plains,MO,41284
310M400US34220,"Moultrie, GA Micro Area",Moultrie,Moultrie,GA,41131
310M400US29780,"Las Vegas, NM Micro Area",Las Vegas,Las Vegas,NM,41092
310M400US19620,"Del Rio, TX Micro Area",Del Rio,Del Rio,TX,41061
310M400US24900,"Greenwood, MS Micro Area",Greenwood,Greenwood,MS,40839
310M400US13500,"Bennettsville, SC Micro Area",Bennettsville,Bennettsville,SC,40760
310M400US30940,"London, KY Micro Area",London,London,KY,40668
310M400US13720,"Big Stone Gap, VA Micro Area",Big Stone Gap,Big Stone Gap,VA,40595
310M400US22620,"Forrest City, AR Micro Area",Forrest City,Forrest City,AR,40522
310M400US35460,"Newport, TN Micro Area",Newport,Newport,TN,40513
310M400US42820,"Selma, AL Micro Area",Selma,Selma,AL,40109
310M400US44900,"Summerville, GA Micro Area",Summerville,Summerville,GA,39408
310M400US49820,"Zapata, TX Micro Area",Zapata,Zapata,TX,39394
310M400US12820,"Bastrop, LA Micro Area",Bastrop,Bastrop,LA,39176
310M400US35020,"Natchez, MS-LA Micro Area",Natchez,Natchez,MS,39152
310M400US24740,"Greenville, MS Micro Area",Greenville,Greenville,MS,38768
310M400US32620,"McComb, MS Micro Area",McComb,McComb,MS,38667
310M400US36660,"Opelousas, LA Micro Area",Opelousas,Opelousas,LA,37685
310M400US17500,"Clewiston, FL Micro Area",Clewiston,Clewiston,FL,37254
310M400US15180,"Brownsville-Harlingen, TX Metro Area",Brownsville-Harlingen,Brownsville,TX,37251
310M400US26940,"Indianola, MS Micro Area",Indianola,Indianola,MS,37071
310M400US17260,"Clarksdale, MS Micro Area",Clarksdale,Clarksdale,MS,37070
310M400US31300,"Lumberton, NC Micro Area",Lumberton,Lumberton,NC,36867
310M400US29700,"Laredo, TX Metro Area",Laredo,Laredo,TX,35322
310M400US25760,"Helena-West Helena, AR Micro Area",Helena-West Helena,Helena,AR,35260
310M400US32580,"McAllen-Edinburg-Mission, TX Metro Area",McAllen-Edinburg-Mission,McAllen,TX,35102
310M400US23700,"Gallup, NM Micro Area",Gallup,Gallup,NM,34311
310M400US19700,"Deming, NM Micro Area",Deming,Deming,NM,33724
310M400US22340,"Fitzgerald, GA Micro Area",Fitzgerald,Fitzgerald,GA,32581
310M400US39940,"Rexburg, ID Micro Area",Rexburg,Rexburg,ID,29628
310M400US20580,"Eagle Pass, TX Micro Area",Eagle Pass,Eagle Pass,TX,27460
310M400US33180,"Middlesborough, KY Micro Area",Middlesborough,Middlesborough,KY,27203
310M400US41980,"San Juan-Carolina-Caguas, PR Metro Area",San Juan-Carolina-Caguas,San Juan,PR,23010
310M400US40100,"Rio Grande City, TX Micro Area",Rio Grande City,Rio Grande City,TX,22935
310M400US39700,"Raymondville, TX Micro Area",Raymondville,Raymondville,TX,22391
310M400US17620,"Coamo, PR Micro Area",Coamo,Coamo,PR,21714
310M400US11640,"Arecibo, PR Metro Area",Arecibo,Arecibo,PR,18990
310M400US32420,"Mayagï¿½ez, PR Metro Area",Mayagï¿½ez,Mayagï¿½ez,PR,18784
310M400US25020,"Guayama, PR Metro Area",Guayama,Guayama,PR,18273
310M400US38660,"Ponce, PR Metro Area",Ponce,Ponce,PR,18247
310M400US41900,"San Germï¿½n, PR Metro Area",San Germï¿½n,San Germï¿½n,PR,18088
310M400US17640,"Coco, PR Micro Area",Coco,Coco,PR,17974
310M400US42180,"Santa Isabel, PR Micro Area",Santa Isabel,Santa Isabel,PR,17650
310M400US10380,"Aguadilla-Isabela, PR Metro Area",Aguadilla-Isabela,Aguadilla,PR,17307
310M400US27580,"Jayuya, PR Micro Area",Jayuya,Jayuya,PR,16713
310M400US10260,"Adjuntas, PR Micro Area",Adjuntas,Adjuntas,PR,11989
