,State,Code,Name,County,Violent,Murder,Rape,Robbery,Aggravated_Assault,Property,Burglary,Larceny,MotorVehicle,Arson,Total,pop_est,normalized
0,LOUISIANA,LA,Acadia,Acadia County,111,3,8,16,84,618,257,315,46,0,1458,62045,23.49907325
1,VIRGINIA,VA,Accomack,Accomack County,57,1,14,9,33,265,62,196,7,1,645,32316,19.95915336
2,IDAHO,ID,Ada,Ada County,220,0,40,5,175,659,125,491,43,6,1764,481587,3.662889571
3,KENTUCKY,KY,Adair,Adair County,4,0,1,0,3,11,2,4,5,0,30,19202,1.562337257
4,MISSOURI,MO,Adair,Adair County,23,0,1,1,21,118,44,71,3,0,282,25343,11.12733299
5,OKLAHOMA,OK,Adair,Adair County,63,0,12,2,49,179,61,81,37,1,485,22194,21.852753
12,WISCONSIN,WI,Adams,Adams County,27,0,0,1,26,187,94,85,8,1,429,20220,21.21661721
11,OHIO,OH,Adams,Adams County,11,0,5,0,6,196,79,100,17,2,416,27698,15.01913496
10,WASHINGTON,WA,Adams,Adams County,17,0,2,2,13,128,57,49,22,0,290,19983,14.51233549
8,PENNSYLVANIA,PA,Adams,Adams County,1,0,0,0,1,0,0,0,0,0,2,103009,0.019415779
7,ILLINOIS,IL,Adams,Adams County,30,0,15,0,15,165,64,93,8,0,390,65435,5.960113089
6,NORTH DAKOTA,ND,Adams,Adams County,2,0,0,0,2,19,4,14,1,0,42,2216,18.95306859
9,NEBRASKA,NE,Adams,Adams County,5,0,2,0,3,62,18,42,2,0,134,31363,4.272550458
13,SOUTH CAROLINA,SC,Aiken,Aiken County,478,10,97,42,329,"2,881",860,"1,654",367,6,6724,170872,39.35109322
14,MINNESOTA,MN,Aitkin,Aitkin County,10,1,2,1,6,166,63,91,12,1,353,15886,22.22082337
15,FLORIDA,FL,Alachua,Alachua County,734,7,106,105,516,"1,938",545,"1,257",136,18,5362,269043,19.92989968
16,NORTH CAROLINA,NC,Alamance,Alamance County,,0,,6,90,677,296,342,39,3,1453,169509,8.571816246
17,CALIFORNIA,CA,Alameda,Alameda County,670,7,35,223,405,"2,064",385,"1,192",487,23,5491,1671329,3.285409396
18,NEW YORK,NY,Albany,Albany County,16,0,6,0,10,114,19,82,13,1,261,305506,0.854320373
19,WYOMING,WY,Albany,Albany County,6,0,0,1,5,57,16,38,3,1,127,38880,3.266460905
20,VIRGINIA,VA,Albemarle,Albemarle County,144,1,46,20,77,"1,290",118,"1,106",66,1,2869,109330,26.24165371
21,MICHIGAN,MI,Alcona,Alcona County,10,0,5,1,4,52,14,36,2,0,124,10405,11.91734743
22,ILLINOIS,IL,Alexander,Alexander County,7,0,0,1,6,38,10,24,4,0,90,5761,15.6222878
23,OKLAHOMA,OK,Alfalfa,Alfalfa County,5,0,1,1,3,40,7,28,5,2,92,5702,16.13468958
24,MICHIGAN,MI,Alger,Alger County,0,0,0,0,0,2,0,2,0,0,4,9108,0.439174352
25,MICHIGAN,MI,Allegan,Allegan County,90,0,9,2,79,535,109,364,62,3,1253,118081,10.61136
27,MARYLAND,MD,Allegany,Allegany County,40,1,5,6,28,263,51,203,9,2,608,70416,8.634401272
26,NEW YORK,NY,Allegany,Allegany County,5,0,0,0,5,0,0,0,0,0,10,46091,0.216962097
28,VIRGINIA,VA,Alleghany,Alleghany County,16,0,3,0,13,100,33,63,4,1,233,14860,15.67967699
29,PENNSYLVANIA,PA,Allegheny,Allegheny County,1,0,0,0,1,3,0,3,0,0,8,1216045,0.006578704
30,LOUISIANA,LA,Allen,Allen County,24,0,5,1,18,130,27,93,10,1,309,25627,12.0575955
31,KENTUCKY,KY,Allen,Allen County,6,0,2,1,3,137,55,64,18,1,287,21315,13.46469622
32,OHIO,OH,Allen7,Allen County,,1,,15,9,803,139,637,27,2,1633,102351,15.95490029
33,KANSAS,KS,Allen,Allen County,9,0,2,0,7,53,18,34,1,2,126,12369,10.18675722
34,INDIANA,IN,Allen,Allen County,146,0,21,26,99,643,155,425,63,2,1580,379299,4.165579134
35,MICHIGAN,MI,Alpena,Alpena County,14,0,4,0,10,73,15,58,0,0,174,28405,6.125682098
36,CALIFORNIA,CA,Alpine,Alpine County,12,0,2,1,9,27,11,16,0,0,78,1129,69.08768822
37,CALIFORNIA,CA,Amador,Amador County,83,3,8,5,67,338,78,258,2,4,846,39752,21.28194808
38,VIRGINIA,VA,Amelia,Amelia County,17,1,7,0,9,116,19,88,9,1,267,13145,20.31190567
39,VIRGINIA,VA,Amherst,Amherst County,58,1,14,4,39,336,44,262,30,3,791,31605,25.02768549
43,TEXAS,TX,Anderson,Anderson County,54,0,2,6,46,350,121,188,41,0,808,57735,13.99497705
42,KENTUCKY,KY,Anderson,Anderson County,4,0,0,0,4,53,22,24,7,1,115,22747,5.055611729
44,TENNESSEE,TN,Anderson,Anderson County,140,1,14,4,121,534,149,301,84,3,1351,76978,17.55046897
40,SOUTH CAROLINA,SC,Anderson,Anderson County,740,13,68,87,572,"5,402","1,120","3,575",707,31,12315,202558,60.79740124
41,KANSAS,KS,Anderson,Anderson County,8,0,0,0,8,40,8,27,5,1,97,7858,12.34410792
45,MISSOURI,MO,Andrew,Andrew County,7,0,1,2,4,94,26,60,8,1,203,17712,11.46115628
46,TEXAS,TX,Andrews,Andrews County,17,0,2,0,15,80,18,50,12,0,194,18705,10.37155841
47,MAINE,ME,Androscoggin,Androscoggin County,7,0,2,1,4,113,32,72,9,1,241,108277,2.225772786
48,TEXAS,TX,Angelina,Angelina County,96,0,24,3,69,492,152,274,66,1,1177,86715,13.57319956
49,MARYLAND,MD,Anne Arundel,Anne Arundel County,0,0,0,0,0,0,0,0,0,0,0,579234,0
50,MARYLAND,MD,Anne Arundel,Anne Arundel County,"1,825",22,141,425,"1,237","9,557","1,226","7,703",628,29,22793,579234,39.35024532
51,MINNESOTA,MN,Anoka,Anoka County,39,0,13,2,24,791,92,643,56,3,1663,356921,4.659294354
52,NEBRASKA,NE,Antelope,Antelope County,3,0,1,0,2,23,1,19,3,,52,6298,8.256589393
53,MICHIGAN,MI,Antrim,Antrim County,27,1,9,0,17,129,52,68,9,1,313,23324,13.41965358
54,VIRGINIA,VA,Appomattox,Appomattox County,14,0,5,0,9,96,6,81,9,1,221,15911,13.8897618
55,TEXAS,TX,Aransas,Aransas County,76,0,18,3,55,264,94,152,18,0,680,23510,28.92386219
56,COLORADO,CO,Arapahoe,Arapahoe County,350,2,66,33,249,"1,865",322,"1,252",291,28,4458,656590,6.789625185
57,COLORADO,CO,Archuleta,Archuleta County,49,1,2,2,44,94,25,63,6,6,292,14029,20.81402808
58,MICHIGAN,MI,Arenac,Arenac County,35,0,6,1,28,65,20,37,8,1,201,14883,13.50534166
59,ARKANSAS,AR,Arkansas,Arkansas County,11,1,0,0,10,78,22,43,13,1,179,17486,10.23676084
60,VIRGINIA,VA,Arlington,Arlington County,323,4,69,75,175,"2,630",127,"2,336",167,10,5916,236842,24.97867777
61,MAINE,ME,Aroostook,Aroostook County,3,0,0,0,3,59,15,39,5,1,125,67055,1.864141376
62,NEBRASKA,NE,Arthur,Arthur County,0,0,0,0,0,1,0,1,0,,2,463,4.319654428
63,LOUISIANA,LA,Ascension,Ascension County,321,2,14,31,274,"2,882",541,"2,170",171,4,6410,126604,50.63031184
64,OHIO,OH,Ashland,Ashland County,18,0,13,0,5,144,47,93,4,3,327,53484,6.113978012
65,WISCONSIN,WI,Ashland,Ashland County,5,0,0,0,5,24,4,19,1,0,58,15562,3.727027374
66,ARKANSAS,AR,Ashley,Ashley County,17,2,5,2,8,212,56,128,28,5,463,19657,23.55395025
67,OHIO,OH,Ashtabula,Ashtabula County,45,0,6,8,31,479,113,327,39,1,1049,97241,10.78763073
68,WASHINGTON,WA,Asotin,Asotin County,8,0,2,2,4,131,28,88,15,0,278,22582,12.31068993
69,LOUISIANA,LA,Assumption,Assumption County,76,0,6,0,70,263,79,171,13,0,678,21891,30.97163218
70,TEXAS,TX,Atascosa,Atascosa County,83,4,3,8,68,520,136,317,67,0,1206,51153,23.57632983
72,KANSAS,KS,Atchison,Atchison County,3,0,0,0,3,22,2,16,4,0,50,16073,3.110806943
71,MISSOURI,MO,Atchison,Atchison County,3,0,0,1,2,8,0,7,1,0,22,5143,4.277658954
73,OHIO,OH,Athens,Athens County,18,0,6,3,9,308,96,186,26,0,652,65327,9.98055934
74,NEW JERSEY,NJ,Atlantic,Atlantic County,0,0,0,0,0,0,0,0,0,0,0,263670,0
75,OKLAHOMA,OK,Atoka,Atoka County,1,0,1,0,0,61,20,31,10,0,124,13758,9.012937927
76,MISSOURI,MO,Audrain,Audrain County,14,0,0,0,14,86,34,48,4,0,200,25388,7.877737514
77,VIRGINIA,VA,Augusta,Augusta County,102,3,33,8,58,794,195,527,72,2,1794,75558,23.74334948
78,SOUTH DAKOTA,SD,Aurora,Aurora County,3,0,2,0,1,4,3,1,0,0,14,2751,5.089058524
79,TEXAS,TX,Austin,Austin County,14,0,6,0,8,100,48,36,16,3,231,30032,7.691795418
80,ALABAMA,AL,Autauga,Autauga County,51,0,6,5,40,372,92,240,40,0,846,55869,15.14256564
81,LOUISIANA,LA,Avoyelles,Avoyelles County,197,1,7,0,189,395,135,231,29,0,1184,40144,29.49382224
82,COLORADO,CO,Baca,Baca County,3,0,0,0,3,2,2,0,0,0,10,3581,2.792516057
83,GEORGIA,GA,Bacon,Bacon County,15,0,1,0,14,163,62,98,3,0,356,11164,31.88821211
84,TEXAS,TX,Bailey,Bailey County,10,1,0,0,9,28,8,19,1,0,76,7000,10.85714286
85,OREGON,OR,Baker,Baker County,2,0,0,0,2,38,12,21,5,1,81,16124,5.023567353
86,FLORIDA,FL,Baker,Baker County,94,2,5,7,80,287,49,214,24,1,763,29210,26.12119137
87,ALABAMA,AL,Baldwin,Baldwin County,223,0,9,37,177,615,173,397,45,0,1676,223234,7.50781691
88,GEORGIA,GA,Baldwin,Baldwin County,259,1,8,6,244,646,123,481,42,1,1811,44890,40.34306082
89,KENTUCKY,KY,Ballard,Ballard County,4,0,1,0,3,78,34,37,7,2,166,7888,21.04462475
90,MARYLAND,MD,Baltimore,Baltimore County,"4,823",27,346,"1,332","3,118","21,223","2,605","16,776","1,842",120,52212,827370,63.10598644
91,SOUTH CAROLINA,SC,Bamberg,Bamberg County,13,0,8,0,5,127,52,58,17,1,281,14066,19.97725011
92,TEXAS,TX,Bandera,Bandera County,34,1,24,2,7,284,108,134,42,0,636,23112,27.51817238
93,GEORGIA,GA,Banks,Banks County,52,0,8,1,43,395,95,279,21,0,894,19234,46.48019133
94,IDAHO,ID,Bannock,Bannock County,3,0,1,0,2,48,9,30,9,0,102,87808,1.161625364
95,MICHIGAN,MI,Baraga,Baraga County,4,0,0,0,4,22,6,12,4,0,52,8209,6.334510903
96,NORTH DAKOTA,ND,Barnes,Barnes County,4,0,1,0,3,12,5,4,3,0,32,10415,3.072491599
97,SOUTH CAROLINA,SC,Barnwell,Barnwell County,56,2,1,4,49,228,70,137,21,4,572,20866,27.41301639
98,KENTUCKY,KY,Barren,Barren County,18,1,1,4,12,120,61,42,17,1,277,44249,6.260028475
99,WISCONSIN,WI,Barron,Barron County,2,2,0,0,0,113,38,62,13,0,230,45244,5.08354699
100,MISSOURI,MO,Barry,Barry County,38,0,1,3,34,403,111,228,64,1,883,35789,24.67238537
101,MICHIGAN,MI,Barry,Barry County,63,0,31,3,29,295,76,203,16,2,718,61550,11.66531275
102,TEXAS,TX,Bastrop,Bastrop County,162,3,45,15,99,646,234,348,64,0,1616,88723,18.21399186
103,VIRGINIA,VA,Bath,Bath County,1,0,0,0,1,10,1,9,0,0,22,4147,5.305039788
104,KENTUCKY,KY,Bath,Bath County,0,0,0,0,0,11,2,4,5,0,22,12500,1.76
105,ARKANSAS,AR,Baxter,Baxter County,64,0,14,1,49,606,60,502,44,3,1343,41932,32.02804541
106,FLORIDA,FL,Bay,Bay County,327,2,36,24,265,"2,124",517,"1,430",177,4,4906,174705,28.08162331
107,MICHIGAN,MI,Bay,Bay County,59,4,14,8,33,443,63,353,27,8,1012,103126,9.813238175
108,WISCONSIN,WI,Bayfield,Bayfield County,16,0,0,0,16,81,38,39,4,1,195,15036,12.9688747
109,SOUTH DAKOTA,SD,Beadle,Beadle County,3,0,0,0,3,14,4,5,5,0,34,18453,1.842518832
110,NORTH CAROLINA,NC,Beaufort,Beaufort County,,1,,8,29,470,186,264,20,6,984,46994,20.93884326
111,SOUTH CAROLINA,SC,Beaufort,Beaufort County,645,8,52,48,537,"2,199",425,"1,585",189,7,5695,192122,29.64262292
112,LOUISIANA,LA,Beauregard,Beauregard County,18,0,7,0,11,156,17,127,12,4,352,37497,9.38741766
113,PENNSYLVANIA,PA,Beaver,Beaver County,2,0,0,0,2,1,0,1,0,0,6,163929,0.036601212
114,OKLAHOMA,OK,Beaver,Beaver County,2,0,2,0,0,19,11,7,1,1,43,5311,8.09640369
115,UTAH,UT,Beaver,Beaver County,1,0,0,0,1,133,22,105,6,0,268,6710,39.94038748
116,MONTANA,MT,Beaverhead,Beaverhead County,1,0,1,0,0,2,0,2,0,0,6,9453,0.634719137
117,MINNESOTA,MN,Becker,Becker County,38,1,14,1,22,210,87,97,26,1,497,34423,14.43802109
118,OKLAHOMA,OK,Beckham,Beckham County,14,0,5,0,9,61,21,31,9,1,151,21859,6.907909785
119,VIRGINIA,VA,Bedford,Bedford County,56,2,11,2,41,442,117,297,28,3,999,78997,12.64604985
120,PENNSYLVANIA,PA,Bedford,Bedford County,0,0,0,0,0,0,0,0,0,0,0,47888,0
121,TENNESSEE,TN,Bedford,Bedford County,51,0,7,0,44,265,79,163,23,2,634,49713,12.75320339
122,TEXAS,TX,Bee5,Bee County,31,1,6,1,23,145,40,88,17,5,357,32565,10.96269
123,KENTUCKY,KY,Bell,Bell County,12,0,2,1,9,136,43,74,19,4,300,26032,11.52427781
124,TEXAS,TX,Bell8,Bell County,83,2,28,6,47,683,157,495,31,,1532,362924,4.221269467
125,OHIO,OH,Belmont,Belmont County,52,2,19,3,28,217,41,165,11,2,540,67006,8.058979793
126,MINNESOTA,MN,Beltrami,Beltrami County,43,0,7,4,32,347,103,205,39,4,784,47188,16.61439349
127,GEORGIA,GA,Ben Hill,Ben Hill County,22,0,0,2,20,167,51,99,17,0,378,16700,22.63473054
128,SOUTH DAKOTA,SD,Bennett,Bennett County,0,0,0,0,0,3,0,1,2,0,6,3365,1.783060921
129,VERMONT,VT,Bennington,Bennington County,0,0,0,0,0,8,1,7,0,0,16,35470,0.451085424
130,NORTH DAKOTA,ND,Benson,Benson County,0,0,0,0,0,12,1,5,6,0,24,6832,3.512880562
131,COLORADO,CO,Bent,Bent County,32,1,2,0,29,187,76,102,9,1,439,5577,78.71615564
137,MISSOURI,MO,Benton,Benton County,26,0,1,0,25,140,61,69,10,0,332,19443,17.07555418
136,WASHINGTON,WA,Benton,Benton County,80,2,13,5,60,464,113,309,42,5,1093,204390,5.347619747
135,MINNESOTA,MN,Benton,Benton County,17,1,6,0,10,164,40,102,22,1,363,40889,8.877693267
134,TENNESSEE,TN,Benton,Benton County,31,0,4,1,26,223,83,107,33,1,509,16160,31.49752475
133,OREGON,OR,Benton,Benton County,20,1,4,1,14,189,64,114,11,2,420,93053,4.51355679
132,ARKANSAS,AR,Benton,Benton County,136,2,33,4,97,413,136,234,43,2,1100,279141,3.940660813
138,MICHIGAN,MI,Benzie,Benzie County,21,0,6,0,15,61,11,46,4,1,165,17766,9.287402904
139,NEW JERSEY,NJ,Bergen,Bergen County,0,0,0,0,0,0,0,0,0,0,0,932202,0
140,SOUTH CAROLINA,SC,Berkeley,Berkeley County,384,4,41,48,291,"2,516",539,"1,655",322,14,5814,227907,25.51040556
141,WEST VIRGINIA,WV,Berkeley,Berkeley County,65,0,10,7,48,434,110,301,23,2,1000,119171,8.391303253
142,PENNSYLVANIA,PA,Berks,Berks County,1,0,0,0,1,0,0,0,0,0,2,421164,0.004748744
144,GEORGIA,GA,Berrien,Berrien County,32,0,2,2,28,229,58,161,10,0,522,19397,26.91137805
143,MICHIGAN,MI,Berrien,Berrien County,128,1,38,5,84,606,177,398,31,2,1470,153401,9.582727622
145,NORTH CAROLINA,NC,Bertie,Bertie County,,0,,4,14,123,40,67,16,0,264,18947,13.93360426
146,TEXAS,TX,Bexar,Bexar County,627,10,166,79,372,"5,166",975,"3,770",421,49,11635,2003554,5.80718064
147,LOUISIANA,LA,Bienville,Bienville County,57,0,3,10,44,172,62,99,11,0,458,13241,34.58953251
148,WYOMING,WY,Big Horn,Big Horn County,6,0,0,0,6,24,4,19,1,1,61,11790,5.173876166
149,MONTANA,MT,Big Horn,Big Horn County,40,1,3,0,36,257,27,179,51,0,594,13319,44.59794279
150,MINNESOTA,MN,Big Stone,Big Stone County,2,0,0,0,2,34,9,24,1,0,72,4991,14.42596674
151,NORTH DAKOTA,ND,Billings,Billings County,0,0,0,0,0,13,0,11,2,0,26,928,28.01724138
152,IDAHO,ID,Bingham,Bingham County,37,1,5,2,29,166,38,110,18,2,408,46811,8.715900109
154,MONTANA,MT,Blaine,Blaine County,31,0,4,0,27,9,1,5,3,0,80,6681,11.97425535
155,IDAHO,ID,Blaine,Blaine County,16,0,4,0,12,25,7,18,0,1,83,23021,3.605403762
